id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords,proofread_from
LAT030-011,千秋万岁编外集,校对轮,已校对,方法,大学教授只负责陈列学说,适之先生在校中开的课是中国文学史和传记研究，传记研究是研究院课程，而且要缴几万字的论文，选修的较少。文学史则是一门极叫座的课。他讲《诗经》，讲诸子，讲《楚辞》，讲汉晋古诗，都用现代的话来说明，逸趣横生，常常弄到哄堂大笑。他对于老子的年代问题和钱宾四（穆）先生的意见不相合，有一次他愤然的说道：“老子又不是我的老子，我哪会有什么成见呢？”不过他的态度仍是很客观的，当某一位同学告诉他钱先生的说法和他不同，究竟哪一个对时，他答道：“在大学里，各位教授将各种学说介绍给大家，同学应当自己去选择，看哪个合乎真理。”,021.胡适之先生（朱文长）.txt,9,《大李敖全集6.0》分章节/003.惊世杂文类/015.千秋万岁编外集/021.胡适之先生（朱文长）.txt,"大学,学说,真理,方法",LAT030-015
LAT030-012,千秋万岁编外集,校对轮,已校对,政治,闭门密议扼杀民主,根据民意调查，大多数人民均反对此协议案，尤其全国妇女协会，印第安人及少数民族更坚决反对。这种在截止日期到来前，急忙召集省长关门密议，正如一般人形容他利用高压锅来煮熟一锅食物。这无非是反民主专制封闭的手段。置人民如身外物，更完全是扼杀民主的独裁作风。米茨湖水“干枯”协议夭折，毕竟是好事。因为这协议给予法裔魁北克省特殊地位，造成省间不平等。例如其以保存法裔文化为借口，对移民有独特的选择标准，乃可能造成种族歧视的现象。印第安土著社区才更是特殊的社会，却得不到承认。妇女、少数民族的权益没有明确保障，更可能造成不平等。这些都是开历史倒车、反民主精神而行的坏主义。到目前为止，米茨湖协议已夭折四个月了。湖水枯干，全国却风平浪静。魁北克省并未见闹独立的动乱，只是少数几位联邦议员退出原党，改加入魁北克独立联盟而已。但这次联邦政府掀起的独裁之风，令人心有余悸。这样屡刮独裁风不知何所止的保守党，万万不能再选它！,032.民主潮与独裁风（黄回）.txt,24,《大李敖全集6.0》分章节/003.惊世杂文类/015.千秋万岁编外集/032.民主潮与独裁风（黄回）.txt,"民主,闭门协商,少数民族,政治",LAT030-016
LAT030-013,千秋万岁编外集,校对轮,已校对,法权,民主让匹夫对天下有份,今日国人一提到《宪法》，就想到一张白纸上涂着无数的黑字，与其他白纸黑字无大分别。惟现代国家所谓《宪法》，其所以异于其他法律者，正在其不是一张涂满黑字的白纸，而是使一大堆人成一有机体的生命原力之安排，有之则此人群成一有机体，无之则只是“一盘散沙”。照这个说法，不只是一个国家须有宪法，甚至一牛一马亦不能不有一《宪法》（Constitution，即其内部生命原力之安排），有之则生，无之则死；有之则成能动能叫之有机体，无之则只是几件骨头几块肥肉之集合而已。一牛一马之所以能成一机体而不只是骨头肉块的集合，端在其身体内各部分均能参加全体之活动，全体离不了部分，部分亦离不开全体，击首则尾应，击尾则首应。假如此机体内有些部分不克参加全体之活动，则其对于此机体为无用之多余，无用之多余不是要脱离个体（如脱去之皮），即会变成其里面之毒素（如盲肠）。如此说法，我们始能懂得为什么一个国家需要“民权”“民主”，因为唯有使“民”成“主”，使“民”有“权”——使人人有参加政治生活之机会——然后国内始无盲肠；无盲肠，然后国家始能康健。“民主”者，只是尽量使国内没有盲肠、没有无用的多余之意。假如一个国家内的政治安排，使得只是互相牵引的少数一批人能居高位握大权，大多数人不但不能参加国家政治生活，且无看得见的机会、无客观的途径去参加，则这大多数的人将变成国之盲肠，迟早会影响于全体之健康。与其因为其做了盲肠而遂必须割之杀之，何如先就不使其成盲肠，而使之成为国家不可少之部分，占全体之或大或小之一份儿？能够使国家成为这样的便是民主的宪法。所以一国之宪法，与其说它是一张涂满黑字的白纸，毋宁说它是能使国内人民对于国家，实在有而且觉得有一份的一种政治安排；与其说它是一法律问题，毋宁说它是一政治问题。我们常说“天下兴亡，匹夫有责”，却未尝说过“天下兴亡，匹夫有权”，亦未尝说过“天下安排，匹夫有份”。选举的真正意义是使张三李四觉得这国家他也有一份，中山先生所以推翻满清，提倡民权，其用意亦如是而已，如是而已。,035.天下安排，匹夫有份（何永佶）.txt,5,《大李敖全集6.0》分章节/003.惊世杂文类/015.千秋万岁编外集/035.天下安排，匹夫有份（何永佶）.txt,"宪法,民主,民权,法权",LAT030-017
LAT030-014,千秋万岁编外集,校对轮,已校对,法权,制衡不是三权并排,近人好称道美国，羡慕其民主，见其总统巍巍在上，遂以为美国之富强，“总统制”为之也。又见其总统之外，有国会；国会之外，又有大理院，“鼎足而三”，犹以为未足，加二而成五焉，且以为美国既以鼎足而三而致富强，我而鼎足而五，不尤愈乎？不知美国政制殊非鼎足而三，掌有最高行政权之总统，可以由掌有最高立法权之国会弹劾而令其去职，然总统不能去国会之职，亦不能去任何议员之职。国会自行集会，自行散会，不受总统之支配，当其讨论议案，不受总统到场“指示”。总统虽可否决其议决案，然只要有议员三分之二赞成维持原案，总统亦无如之何，势须公布之成为法律，最后胜利仍属国会。在美国宪法上，只见其国会可予总统以种种限制（如批准条约、任用官吏等等），然除上述国会最后可以克服之否决权外，不见总统能予国会以任何限制。美国之司法机关亦非与总统国会成鼎足之势。大理院之法官由总统经上议院同意而任命，其用以维持生活之薪水由国会定之，做得不好，国会可以弹劾总统之程序来弹劾法官而使之去职。大理院内之各级法院纯随国会之意旨而定，国会要它们而给以经费，则存立；不要它们则可随时通过一议案，而废止之，掌有最高司法权之大理院亦无如之何也。大理院唯一可以与国会抬杠者，只是宣告国会所通过某项法案“违宪”（下级法院自无此权，惟其此举，只是不奉行不依着该法案而惩办被告而已，初未尝谓该法案不成法律，大理院在没有收到关于该法案之诉讼前，初无权说那法案怎样，国会犹可以避实就虚，修改字眼，再通过与前案差不多的一道法案，然后大理院亦不能不遵办也。综观美国宪法全部，只见国会可以去总统及大法官之职，而不见总统及大法官可以去国会议员之职；国会予总统及法官之限制重重，然总统及法官所能给予国会之限制，最终最后并没有什么，而谓美国政制为三权鼎立，因而我们也要五权鼎立，吾诚不知其何所据而言也。又谓美国总统之权大于英国之内阁总理（实际上正相反），因而赞成我国亦采用“总统制”，吾亦不知其何所据而言也。,035.天下安排，匹夫有份（何永佶）.txt,6,《大李敖全集6.0》分章节/003.惊世杂文类/015.千秋万岁编外集/035.天下安排，匹夫有份（何永佶）.txt,"美国宪法,制衡,司法,法权",LAT030-018
LAT030-015,千秋万岁编外集,校对轮,已校对,法权,限制立法权也是制衡,美国政制非权力“鼎足而三”也明甚。英国更非如此，此点不必在此赘述，只须引英国宪法史上之一佳话，便足以证明，曰：“英国国会只有一事不能做而已，即是变男人为女人，变女人为男人是也。”英国巴立门承受了英王无限制之权力，在十八世纪时以抽税等等法案压迫美国十三州之人士，革命随之而起。成功后，美国宪法起草人即是革命党人，咸感议会无限制之权力之可畏，初不减于一个人无限制权力之可畏性。故设有世人好称道之“制衡”（Checks and balances）。这些原只是范围住立法权，其意只是使其不能什么都可以干而已，不是在其可以干的事项中，天天与立法机关抬杠扯腿之意。在其可以干的事项中，立法权仍是至高无上、仍是完整不裂，行政与司法机关且须奉命惟谨而遵行之。其宪法上之貌似三权鼎立而实非鼎立之种种规定，只可以视之为限制国会之权力，不能视之为分裂国会之权力，盖一个国家之完整全靠其立法权之完整（所谓“政令统一”），立法权分裂之国家即不是一个国家，而是数个国家。,035.天下安排，匹夫有份（何永佶）.txt,7,《大李敖全集6.0》分章节/003.惊世杂文类/015.千秋万岁编外集/035.天下安排，匹夫有份（何永佶）.txt,"议会权,制衡,立法权,法权",LAT030-019
LAT030-016,千秋万岁编外集,校对轮,已校对,政治,代表性需要客观制度,今日中央政权既非通过客观标准之科举，亦非通过客观标准之选举而获得其普遍代表性，则以后将以何法拉拢地方？从前西方之罗马帝国就因缺乏、一种制度，可以使其极东之叙利亚与极西之不列颠利亚，都对于帝国之中心罗马同样感觉兴趣而致崩溃。今日之英国帝国亦无一种制度，可以使极东之印度与极西之加拿大，都对于帝国之中心伦敦同样感觉兴趣，英帝国之中心既无别术可以拉拢外围，则唯一方法只有放松，畀予其自治领以濒于独立之自治。然其为此也，只是对于肤色相同者始然，对于肤色不同者（如印度）则现正苦无术以拉拢。我国之中心如要拉拢外围，将来亦需要一种牢定之客观标准制度，以代替其现在之主观的互相牵引，此则有待于宪法之安排。政协会议之协议，本来是中心拉拢外围之一很好机会，现在仍未完全丧失，只要国民大会肯抓住它不使放过。否则外围各党派之肯来与否诚属问题，半边中国仍只是半边中国。,035.天下安排，匹夫有份（何永佶）.txt,10,《大李敖全集6.0》分章节/003.惊世杂文类/015.千秋万岁编外集/035.天下安排，匹夫有份（何永佶）.txt,"中央政权,代表性,选举,政治",LAT030-020
LAT030-017,千秋万岁编外集,校对轮,已校对,知识,大学首先要有学问自由,在校园中，有数不尽的大型建筑，其中图书馆建筑的新颖与壮丽，堪与世界上任何一流大学媲美。图书馆的左后方是一座五层楼的巨大大理石洋式大楼，这就是庆大行政大楼兼大学研究所所在地。在大理石的正门中央，横挂着一个长方形的扁额，写道：“学问与良心的自由”。这是何等气象，这是何等精神。严格说来，一座大学除了学问与良心的自由之外，还有什么比这更重要的呢？笔者在汉城看过六所大学，可是庆大的气象，留给我最深刻的印象。,041.民主与民风（陈平景）.txt,5,《大李敖全集6.0》分章节/003.惊世杂文类/015.千秋万岁编外集/041.民主与民风（陈平景）.txt,"大学,学问自由,良心自由,知识",LAT030-021
LAT030-018,千秋万岁编外集,校对轮,已校对,法权,紧急权必须预先设限,不过，“在必要性之前不知法律”（necessity knows no law），国家紧急权先天就具有破坏法律约束的倾向。可是，如果因此就任由当政者去便宜行事，而不对紧急权加上任何限制的话，那等于鼓励统治者滥用紧急权以遂行独裁。于是，大多数的民主国家一方面承认为和平时期而设的法治主义政府，并无因应重大危机之功能的事实，因而接受国家紧急权的必要性；另一方面，则对紧急权发动的条件、期间及程序等预先在宪法或法律中加以规定，以期能或多或少发挥防止滥用紧急权的功能。而这种以立宪主义为前提而制度化了的紧急权，就被辨之为“宪政的独裁”（constitutional dictatorship），以有别于非民主国家的独裁统治。,043.由宪政独裁到独裁宪政（林山）.txt,6,《大李敖全集6.0》分章节/003.惊世杂文类/015.千秋万岁编外集/043.由宪政独裁到独裁宪政（林山）.txt,"紧急权,宪政独裁,法治,法权",LAT030-022
LAT030-019,千秋万岁编外集,校对轮,已校对,法权,戒严权只能来自军事必要,相对于应付天然灾害、疠疫等非人为的危机与财政经济上的危机之“紧急命令权”，“戒严”是用来处理军事危机的。在和平的时期或战事未波及的区域，政府及法院固可依平常程序而运作，人民亦可享有宪法所保障的全部自由权利。但是，这样的社会、政治状况是与战场条件或战争需要不符的。因此，当有战事发生时，不论是对外的军事冲突，或国内的武装内战，为了求取战场上的胜利，以尽速终止战事，都必须视军事上的需要而付予军事指挥官借掌民政或司法并限制人民的某些自由权利的额外权力。此一权力，就是“戒严权”。所以说：戒严，是一种基于军事必要（military necessary）而实施的军事独裁（military dictatorship）。,043.由宪政独裁到独裁宪政（林山）.txt,14,《大李敖全集6.0》分章节/003.惊世杂文类/015.千秋万岁编外集/043.由宪政独裁到独裁宪政（林山）.txt,"戒严,军事必要,自由权利,法权",LAT030-023
LAT030-020,千秋万岁编外集,校对轮,已校对,法权,国民党使戒严背离法治,综上所述，可见依照我国宪法和戒严法所规定的戒严制度，仍是够格被称为民主国家的“宪政独裁”的。不过，任何的良法美意，在不知法治主义（the rule of law）为何物的国民党手上，必然地会扭曲、变质，乃致与当初立法设制的精神背道而驰。戒严制度也不例外。,043.由宪政独裁到独裁宪政（林山）.txt,21,《大李敖全集6.0》分章节/003.惊世杂文类/015.千秋万岁编外集/043.由宪政独裁到独裁宪政（林山）.txt,"戒严,国民党,法治,法权",LAT030-024
LAT030-021,千秋万岁编外集,校对轮,已校对,人格,政治人格重于文笔才华,在台湾，柏杨以写政评性的杂文成名，因国民党加之于他的迫害而声誉登峰造极。这说明广大读者欣赏柏杨的道德勇气，更胜过他的酱缸杂文，也就是说反蒋的政治立场远比文笔才华重要，出狱后的柏老，继婚变之后，又写出风格全异的向国民党表态的“金三角”歌德文章，大力赞扬受国民党支持在泰国北韩卖鸦片烟的黑毒犯，于是柏杨自国民党处获得了真正的彻底的自由，这种自由最具体的显现便是出境来美。自然，柏老为自由也付出了代价：那就是在人们心目中，他已不再是一个英勇的斗士，他的书籍市场一落千丈，对一个六十五岁的老人，我们本不应要求过苛，何况柏杨先生还是出身青年救国团的老党棍，像这种油条似的油子，本非烈士型的人物。只是，我们不能不指出，向国民党投降了的柏杨，还要跑到美国来“打酱缸”，口口声声的喊“改造中国人”，不但有些不伦不类，也太目中无人矣！,047.丑陋的中国人（大风）.txt,6,《大李敖全集6.0》分章节/003.惊世杂文类/015.千秋万岁编外集/047.丑陋的中国人（大风）.txt,"柏杨,道德勇气,政治人格,人格",LAT030-025
LAT030-022,千秋万岁编外集,校对轮,已校对,知识,新宋学容易滑成文字把戏,也因为事功方面无所施展，孔夫子除了自身成为中国大学问的完美榜样以外，还广收学生，传授“做人的学问”。这种学问与大学问如形影相随，成为中国读书人的最高理想，就是所谓“内圣外王”。然而人人皆可以为圣贤，却很少读书人有机会称王。唯一的可能性在于将皇太子教成圣人，那么一旦登基，也许会有一线希望既圣且王。司马光的《资治通鉴》乃是中国正统学者根据这一想法，所编的标准本太子教科书，至于效果如何，将近九百年的中国历史足资查考（司马光上《资治通鉴》于一〇八四年）。这件历史事实另一方面也应该能觉醒民国以来新儒家的迷梦。他们以为汉学已到尽头，现在要复兴的是宋学，于是借尸还魂，在“道德主体”“文化精神”上大作其文章，再加上康德黑格尔的纯理批判和绝对理念，矛盾对立之余，来一个奥伏赫变，变出一套空洞而不着边际的理论，究其实不说也罢。讲科学方法考据校勘的新汉学，还可以用学格衡量，用中译西化名词讲理气性命的新宋学，则无所谓学格，全凭才气耍文字把戏。,058.学问与事功（居浩然）.txt,13,《大李敖全集6.0》分章节/003.惊世杂文类/015.千秋万岁编外集/058.学问与事功（居浩然）.txt,"学问,内圣外王,新儒家,知识",LAT030-027
LAT030-023,千秋万岁编外集,校对轮,已校对,知识,科学知识不能靠愿望综合,胡秋原先生可能有很好的意见（opinion），但意见不是科学知识。譬如“复古”与“西化”两派，都可以在不同层次上言之成理，想走第三条路却不可能。胡秋原先生也许认为“复古”已非其时，“西化”又非所愿，于是想从中国本位思想上吸收西洋科学之长，以创造一种新理论。这种愿望极合乎民族主义的要求，然而只是愿望。纯从文字的搬弄上，我们可以说中国儒家道统是“正”，西洋近代科学是“反”，新的思想或新的理论，是由“正”经过“反”而得来的“合”，也就是融会贯通中西思想以后，所产生的高一级底“综合”。凡懂得一点辩证逻辑的左倾人士都会讲这一套，义和团思想分子还可以引证《易经》和《道德经》的文字，来标榜中国“古已有之”，就是二十几年前的反对全盘西化论者，也大半采取这种说法。那时候有所谓中国本位文化建设论，比胡秋原先生今天的长篇大论高明得多，然而其“不科学”之处则没有什么分别。现在来说，这些都成为过去了。,059.科学与民主（居浩然）.txt,4,《大李敖全集6.0》分章节/003.惊世杂文类/015.千秋万岁编外集/059.科学与民主（居浩然）.txt,"意见,科学知识,全盘西化,知识",LAT030-028
LAT030-024,千秋万岁编外集,校对轮,已校对,知识,科学方法拒绝本位折衷,西洋近代科学乃是不能讲折衷主义（eclecticism）的一种思潮，想打点折扣只有自讨苦吃。最显著的例子乃是日本，这个东邻小国以模仿著名，起先模仿中国，维新以后模仿德国和英国，二次大战时想在西化之中，保留一点根基于华化的大和精神，结果吃了两颗原子弹，乖乖地无条件投降。二次大战后乃一面倒地美国化，老一辈的中国留日学生现在若是再去东瀛三岛，就会发现面目全非了。不但日本如此，就是共产主义国家，尽管不讲民主，对于科学却不敢打折扣。苏联科学家所假设的氢原子，与英美科学家所假设的氢原子一模一样。他们可没有那样傻，说氢的原子量在苏联要加上零点零零零零九，以表示苏联本位，或者说门德雷夫的周期表归俄国专利，英美帝国主义的科学家不许用。过去在史太林时代，还将科学视同机密，现在则大量放宽，除非与看家本领有关，一般科学情报，与民主国家的科学界无限制地交换。,059.科学与民主（居浩然）.txt,5,《大李敖全集6.0》分章节/003.惊世杂文类/015.千秋万岁编外集/059.科学与民主（居浩然）.txt,"科学,折衷主义,日本,知识",LAT030-029
LAT030-025,千秋万岁编外集,校对轮,已校对,知识,社会科学没有中国特权,于此有一点必须说明的，乃是社会科学与自然科学并无本质上的差异。清末民初的中国、读书人对于生光化电早就口服心服，只是提起社会科学，尤其是胡秋原先生也提到的“社会学”来，则总觉得中国应该另有一套。我在清华大学从化学系转到社会学系的时候，也存有这种心理，后来到定县和邹平去参观，还没有放弃从土生土长的农民中，找出“中国社会学”（Chinese sociology）线索的念头。等到确实习会了社会学的“行话”和“行规”，才完全肯定没有什么“中国社会学”，只有社会学在中国（Sociology in China），如同化学、物理学在中国一样。更重要的是：否定“中国社会学”的存在，并不否定中国社会的特殊性，也不抹杀中国社会思想与西洋社会思想之间的差异。这两者确有不同之处，惟其不同，中国社会一直到被迫开关的时候，始终没有科学。,059.科学与民主（居浩然）.txt,6,《大李敖全集6.0》分章节/003.惊世杂文类/015.千秋万岁编外集/059.科学与民主（居浩然）.txt,"社会科学,中国社会学,知识",LAT030-030
LAT030-026,千秋万岁编外集,校对轮,已校对,知识,民主和科学没有必然同盟,科学是认知的问题，譬如一杯清水，只要尽量去掉杂质，最后得到清水。民主则属感情的问题，譬如欣赏抽象派的图画，各有所好，顶多只能做到同行公议。凡自称为抽象派画家的有志一同都说好，那就算好的抽象画。若是有个杀风景的外行人指出：那幅公认为最好的抽象画，乃是动物园里的猩猩所画，有志一同只有自认错误，或认为那只猩猩有“超人”的天才。因此什么是民主，民主到什么程度，都不能像科学那样肯定。五四运动时代还以为民主与科学是相连的，有了民主就有科学，有了科学也就有民主。现在则百分之百证明这两者并无必然的联系，科学可以在不民主的国家内照样发达，唯有西方英美式的民主在不科学的社会中，是否能发展则属疑问。换句话说，在科学与民主、不科学与不民主、科学与不民主、不科学与民主四种结合中，惟最后一种有困难，但因为民主的定义是变量，所以不能说不可能，也就是说民主与科学之间并无必然底“正”或“反”的关系。,059.科学与民主（居浩然）.txt,9,《大李敖全集6.0》分章节/003.惊世杂文类/015.千秋万岁编外集/059.科学与民主（居浩然）.txt,"科学,民主,认知,知识",LAT030-032
