id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords,proofread_from
LAT011-011,独白下的传统,校对轮,已校对,法权,讳言就是政治黑暗,对一件事实的“讳”，大部分是指隐匿一种真相。比如说，死是一种不可避免的事实，可是古人却忌讳提到它，认为不吉祥。所以古人说一个长辈快死了，用的表达法是“倘有不讳”。“倘有不讳”的意思翻成白话是：“假若有隐瞒不住的时候”，就是“倘若死的时候”。除了认为不吉祥的意思外，还有一种是指对某种事实的隐瞒。汉朝的大才子司马相如，在他的《上林赋》里就有“鄙人固陋，不知忌讳”的话，这里的讳，就是指对事实的隐瞒。《后汉书》刘陶的传里，有“敢吐不时之义于讳言之朝”的记录，就是说；他敢在大家都隐瞒不说的朝廷里说真话。照古代思想家兼政治家晏子的认定，一个国家大家敢说真话，“民无讳言”，才是政治清明的表示。反过来说，若人人都“讳莫如深”，就是政治黑暗的证明。,003.避讳——“非常不敢说”.txt,13,《大李敖全集6.0》分章节\002.精品散文类\003.独白下的传统\003.避讳——“非常不敢说”.txt,"讳言,政治清明,政治黑暗",LAT011-012
LAT011-012,独白下的传统,校对轮,已校对,文化,旧忌讳不可复兴,中国在走入20世纪以后，慢慢的，也学会了用一个尊敬的人的名字了，也慢慢知道这并不是不可以的事了。“中山县”、“立煌县”、“罗斯福路”、“麦克阿瑟公路”等等，都是这种转变的证明。时代毕竟是进步的，中国也不知不觉的在进步。在进步过程中，一切落伍的旧习惯，都必须被抛弃。在没有忌讳的新时代里，一切旧的忌讳，都将是历史的陈迹。让我们了解它，可是不要再复兴它。,003.避讳——“非常不敢说”.txt,41,《大李敖全集6.0》分章节\002.精品散文类\003.独白下的传统\003.避讳——“非常不敢说”.txt,"忌讳,新时代,旧习惯",LAT011-014
LAT011-013,独白下的传统,校对轮,已校对,法权,小官更敢说话,“拾遗”真是小官。为什么要把拾遗设计成小官呢？因为拾遗要给青年人做，青年人有火气，比较不老油条，看不惯的，就要说出来。一说出来，“谏官”的目的就达到了。因为谏官一类的职务，本来就是有话就要说的官，本来就是张开嘴巴哇哇说话的官。为了使谏官肯说话、敢说话，不怕一切后果和损失，所以给他们的职位，便愈小愈好，一个人做了小官，便不在乎得失，大不了不干，不干就不干，一点也不会有恋栈惋惜的心情。官愈小，便愈敢说话，所以谏官都是小官。,004.谏诤——“宁鸣而死，不默而生！”.txt,14,《大李敖全集6.0》分章节\002.精品散文类\003.独白下的传统\004.谏诤——“宁鸣而死，不默而生！”.txt,"谏官,小官,敢说话",LAT011-016
LAT011-014,独白下的传统,校对轮,已校对,人格,宁鸣不默是人格底线,表示一个人只有为“鸣”不计一切，才算是一个人。一个人要宁肯为“鸣”而死，也不要因沉默而活。在中国历史上，向皇帝谏诤的人，理由并不见得正确，目标也不见得远大，但是他们的基本精神则是一致的，那基本精神就是：,004.谏诤——“宁鸣而死，不默而生！”.txt,43,《大李敖全集6.0》分章节\002.精品散文类\003.独白下的传统\004.谏诤——“宁鸣而死，不默而生！”.txt,"宁鸣而死,不默而生,说话",LAT011-017
LAT011-015,独白下的传统,校对轮,已校对,法权,谏诤不同于言论自由,〔附记〕有人拿谏诤事实与制度，来比拟言论自由的事实与制度，这是比拟不伦的。谏诤与言论自由是两回事。甚至谏诤的精神，和争取言论自由的精神比起来，也不相类。言论自由的本质是：我有权利说我高兴说的，说的内容也许是骂你、也许是挖苦你、也许是寻你开心、也许是劝你，随我高兴，我的地位是和你平等的；谏诤就不一样，谏诤是我低一级，低好几级，以这种不平等的身份，小心翼翼的劝你。,004.谏诤——“宁鸣而死，不默而生！”.txt,46,《大李敖全集6.0》分章节\002.精品散文类\003.独白下的传统\004.谏诤——“宁鸣而死，不默而生！”.txt,"谏诤,言论自由,平等",LAT011-018
LAT011-016,独白下的传统,校对轮,已校对,知识,幻想文明替代技术发明,我们的老祖宗很容易满足，他们只想想就算了，他们懒得花脑筋。他们不会用脑筋去发明望远镜或电视机，也不会发明麦克风和电话，他们只会用脑筋去“神游四海”，用脑筋去歌颂“精神文明”、歌颂“形而上”的“道”。,005.传令——全国大跑马.txt,9,《大李敖全集6.0》分章节\002.精品散文类\003.独白下的传统\005.传令——全国大跑马.txt,"精神文明,幻想,发明",LAT011-019
LAT011-017,独白下的传统,校对轮,已校对,方法,科学也提高统治效率,像岳飞这种将军，现代处理起来就方便多了。韩战（朝鲜战争——编者）时候，在前线的将军麦克阿瑟也和岳飞一样，要“直捣黄龙”的（黄龙是现在的中国东北地方），当时美国总统杜鲁门把麦克阿瑟弄回去，由于科学进步，他只打一个电报就够了。科学真是了不起，也真可怕，它可以增加统治的效率，使命令传达得快快快。所以现代的人做将军，就没有古人过瘾，因为他只听到电报机的嘀嘀嗒嗒，再也看不到跑马的嗒嗒嗒嗒了。,005.传令——全国大跑马.txt,62,《大李敖全集6.0》分章节\002.精品散文类\003.独白下的传统\005.传令——全国大跑马.txt,"科学,统治效率,命令",LAT011-021
LAT011-018,独白下的传统,校对轮,已校对,知识,速度幻想暴露技术落伍,对增加传达命令的速度，中国古人曾有过美丽的幻想。旧小说《水浒传》中，曾说有一个叫戴宗的人，外号叫“神行太保”。因为他有一种秘密的魔术：他有一种叫做“甲马”的小东西，当把两个“甲马”绑在腿上，再做起“神行法”的法术，一天便能走五百里路；若把四个“甲马”绑在腿上，再做起“神行法”来，一天便能走八百里路。至于说把八个“甲马”绑在腿上是不是能走一千六百里路，《水浒传》中没有交代清楚，我们就不好乱猜了。就算是一天能走一千六百里路，又如何呢？在现代科学的高速进步下，一天一千六百里，已经是一个可笑的小数字了；但对我们善于幻想的古人说来，却已是一个不能想像的伟大速度。在制造速度一方面，我们的老祖宗留下一个落伍的纪录，在清朝末年的一件事情上，表现得最为明显。当清朝的大臣、曾国藩的儿子曾纪泽到俄国去，他的报告由电报打到上海，时间只花了一天；可是这个报告再由上海朝北京转，就要花十天的工夫，因为上海北京之间，没有电报，只有船和马。这件事，使当时大臣李鸿章起了大念头，他立刻要求政府赶快设立电报局。从那个时候起，我们的国家，才开始多了滴滴答答的电报声，少了嗒嗒嗒嗒的马蹄声。那个时候，已是公元1879年，距离发明电报的日子，已经晚了四十多年了！四十多年是一个多么教人落伍的日子呵！,005.传令——全国大跑马.txt,64,《大李敖全集6.0》分章节\002.精品散文类\003.独白下的传统\005.传令——全国大跑马.txt,"速度,电报,落伍",LAT011-022
LAT011-019,独白下的传统,校对轮,已校对,法权,新闻封锁源于怕丑事,到了元朝，《邸报》中所记的范围渐渐宽了。王家着火了等社会新闻也出现了。再到明朝的时候，由于宦官汪直等的当政，为了怕他们的丑事外扬，曾经检查其中内容，禁止《邸报》的流传，这可说是邮电检查和新闻封锁的老祖宗了！,006.新闻——报纸像杂志.txt,9,《大李敖全集6.0》分章节\002.精品散文类\003.独白下的传统\006.新闻——报纸像杂志.txt,"新闻封锁,邸报,检查",LAT011-024
LAT011-020,独白下的传统,校对轮,已校对,法权,租界成为办报自由空间,专制政府不欢迎办报，可是爱好自由的人却要办。他们办报，找到了一个好地方，就是租界。租界是专制政府管不到的地方，是大城里面一些由洋鬼子管辖的地区。专制政府欺负自己人很拿手，可是欺负老外却不行，手反被拿，只好同意洋鬼子在中国大城里划分势力范围，割据称雄。洋鬼子有新闻自由的传统，欢迎办报，中国知识分子就在租界大办特办起来，其中最有名的，是《苏报》。,006.新闻——报纸像杂志.txt,30,《大李敖全集6.0》分章节\002.精品散文类\003.独白下的传统\006.新闻——报纸像杂志.txt,"租界,办报,新闻自由",LAT011-025
LAT011-021,独白下的传统,校对轮,已校对,法权,言论自由不容临时管制,昨据上海报界俱进会及各报馆电称：接内务部电，详定暂行报律三章，报界全体万难承认，请转饬部知照等语。案言论自由，各国宪法所重，善从恶改，古人以为常师，自非专制淫威，从无过事摧抑者。该部所布，暂行报律，虽出补偏救弊之苦心，实昧先后缓急之要序。使议者疑满清钳制舆论之恶政复见于今，甚无谓也！,006.新闻——报纸像杂志.txt,43,《大李敖全集6.0》分章节\002.精品散文类\003.独白下的传统\006.新闻——报纸像杂志.txt,"言论自由,暂行报律,钳制舆论",LAT011-026
LAT011-022,独白下的传统,校对轮,已校对,法权,报纸在法律夹道中生存,这篇文献发布后两年零二十四天，袁世凯公布了《报纸条例》，取消了“预审制”。从此，中国的报纸在不断的种种法律夹道吆喝中活下去，它们历经了袁世凯《出版法》（1914）、《管理新闻营业条例》（1925）、《出版条例原则》（1929）、《出版法》（1930）……虽然任重道远，可是总还混得活。直到“报阀”出来，天下一统为止。,006.新闻——报纸像杂志.txt,45,《大李敖全集6.0》分章节\002.精品散文类\003.独白下的传统\006.新闻——报纸像杂志.txt,"报纸,法律,出版法",LAT011-027
LAT011-023,独白下的传统,校对轮,已校对,知识,圣人异表经不起科学检定,祥瑞外一章是身体上的特征，所谓“圣人皆有异表”。什么“伏羲人身蛇首，神农人身牛首”、什么“黄帝龙颜”、什么“帝喾骈齿”、什么“尧眉八彩”、什么“舜目重瞳”、什么“禹耳三漏”、什么“汤臂三肘”、什么“文王四乳”、什么“武王望羊”、什么汉高祖“左股七十二黑子”、什么三国刘备“两耳垂肩、双手过膝，目能自顾其耳”、什么司马懿“面正向后，而身不动”、什么晋元帝“白毫生于日角之左”、什么南北朝陈武帝“日角龙颜，垂手过膝”、什么唐高祖“体有三乳”等等等等，鬼话连篇，翻翻古书，就不难碰到。身体上的特征，在古人看来，虽是祥瑞的一种，但一经科学检定，就毫无道理。即以“舜目重瞳”为例，古代名流，重瞳的，帝王级有虞舜、项羽、王莽、吕光、李煜；臣子级有颜回、沈约、鱼俱罗、朱友孜等人。但重瞳是什么？只不过是白内障而已！如果重瞳算是伟人，那么眼科医生整天要被伟人烦死了。,007.征兆——来头可不小.txt,58,《大李敖全集6.0》分章节\002.精品散文类\003.独白下的传统\007.征兆——来头可不小.txt,"异表,科学,白内障",LAT011-029
LAT011-024,独白下的传统,校对轮,已校对,政治,孔子神性巩固统治,中国帝王从汉朝以后捧孔夫子，大家只注意到捧孔夫子的儒家哲学跟统治者结合，却忽略了孔夫子的神性背景跟统治者的串通，而不知道捧“作之师”的孔夫子本人，无异就等于捧“作之君”的统治者自己。巩固孔夫子的地位，就等于巩固统治者自己的地位。,007.征兆——来头可不小.txt,60,《大李敖全集6.0》分章节\002.精品散文类\003.独白下的传统\007.征兆——来头可不小.txt,"孔子,神性,统治者",LAT011-030
LAT011-025,独白下的传统,校对轮,已校对,文化,征兆是骗人公式,征兆是中国人五千年来的只此一家大传统，当然也是五千年来只此一家的大骗局。它的历史太深了、太远了。深远得变成了一个坚固的骗人公式，大家一提到某某名人，就会公然用公式套他一下，明知是鬼话，可是谁也不敢说破，只要有利，谁也乐得相信，或者教别人相信。你别以为这些是历史了，才不呢，就是这套大哲学，使中华民国袁大总统世凯先生抛弃了总统，想改行当皇帝，为了他相信他自己曾以“五爪大金龙”的正身，睡在过床上。“真龙转世”的大哲学，在上为帝王将相，在下为王元龙李小龙，以至看相摸骨的龙海山人，人人都多少反射到。你老兄一定也有这种传统的荒谬反射，不然的话，你为什么老是在浴室镜子里，偷偷看你“主贵”的那颗痣？,007.征兆——来头可不小.txt,61,《大李敖全集6.0》分章节\002.精品散文类\003.独白下的传统\007.征兆——来头可不小.txt,"征兆,骗局,公式",LAT011-031
LAT011-026,独白下的传统,校对轮,已校对,文化,吃人肉显示人也吃人,上面这些吃人肉的故事，有的原因是经济的（像卖人肉的孙二娘）、有的是饥饿的（像吃李鬼的李逵）、有的是嗜好的（像要吃宋江肉的王矮虎）、有的是仇恨的（像以人头祭死人）。吃人肉的原因，各不相同，唯一相同的是：人不但吃动物的肉，还要吃人的肉；不但动物吃人，人也吃人。,008.吃人——动物吃人，人也吃人.txt,9,《大李敖全集6.0》分章节\002.精品散文类\003.独白下的传统\008.吃人——动物吃人，人也吃人.txt,"吃人,人肉,历史",LAT011-032
LAT011-027,独白下的传统,校对轮,已校对,文化,割股救亲冲突孝道,割股的行为，虽然动机是“孝”，但是跟中国传统的“孝”的观念比起来，却是冲突的。中国传统的“孝”的观念是：一个人的身体、头发、皮肤，都是爸爸妈妈传给他的，他不能也不敢毁了它们。这种行为的最有名代表人是曾参（曾子）。曾子临死以前，还战战兢兢的把自己全身检查了一番，发现没短少什么、没毁坏什么，才觉得对得起自己的爸爸妈妈，才放心的死去。还有一个例子是三国时候的一个将军，传说他在作战时候，眼睛被一支箭射中了，他赶快一拔，眼珠子都被拔了出来。他当时大叫说：“身体是爸爸妈妈给的，不能丢掉，所以这颗眼珠子，我把它吃到肚里去！”说着，就吃下去了。,008.吃人——动物吃人，人也吃人.txt,58,《大李敖全集6.0》分章节\002.精品散文类\003.独白下的传统\008.吃人——动物吃人，人也吃人.txt,"割股,孝,毁伤身体",LAT011-033
LAT011-028,独白下的传统,校对轮,已校对,文化,吃人肉都是传统病,总之，吃人肉，不管是什么理由，都是一件荒唐的事情，真没想到这种荒唐的事情，竟在中国历史上，有着那么多的血淋淋的记录。现在人唱《满江红》，唱到“壮志饥餐胡虏肉，笑谈渴饮匈奴血”，竟然洋洋自得，大概是传统老毛病的发作吧？不然的话，怎么这样莫名其妙？,008.吃人——动物吃人，人也吃人.txt,62,《大李敖全集6.0》分章节\002.精品散文类\003.独白下的传统\008.吃人——动物吃人，人也吃人.txt,"吃人肉,荒唐,传统病",LAT011-035
LAT011-029,独白下的传统,校对轮,已校对,方法,酒可避祸也不可禁绝,历史上，用酒来办事、来避祸的例子也很多。曹参为了怕官吏打扰老百姓，整天喝酒示范，表示我们做官的，只要喝酒就好了，别去找老百姓麻烦；陈平也为了对政事不表示意见，整天喝酒装糊涂。很多人很多人，他们在酒中得到了真理与存在。历史上禁酒的工作都没有成功，也永远不会成功，因为酒——如果喝得好、喝得少、喝得巧，到底是一个不会出卖你的朋友。,009.喝酒——喝也不行，不喝也不行.txt,63,《大李敖全集6.0》分章节\002.精品散文类\003.独白下的传统\009.喝酒——喝也不行，不喝也不行.txt,"酒,避祸,禁酒",LAT011-037
LAT011-030,独白下的传统,校对轮,已校对,文化,音乐被做成道德工具,老夫子们想建造一个他们眼中的安定社会，但他们不知道，要想社会安定，需要有很多很多疏导的因素才行。不知道如何疏导，只会一味加以硬性规定，是达不到他们的目的的。可是老夫子们不知道，或者说，他们不愿知道。于是，本来活泼泼的音乐，竟被老夫子们用来做冷冰冰的教育工具了。例如弹琴，弹琴本是快快乐乐的事，可是老夫子们却来了一番大道理，说什么“琴者，禁也！禁邪念也！”这么一规定、一解释，把活生生的音乐立刻弄得阴森森起来；把本来轻松的感情立刻吓得紧张起来。古代的教育理想是“六艺”的教育，六艺包括“礼”“乐”“射”“御”“书”“数”，可见古人是重视音乐教育的，不像现代只把音乐当做“副”科，当做升学考试考都不要考的一科。但是，古人重视“乐”教的目的，却想从音乐训练出一批感情收敛、喜怒不形于色、严肃而又严肃的小国民，要用音乐来灌输大量的体制、道德和迷信。于是，官方的音乐教育最后失败了；真正的音乐还是在民间，在民间自自然然的唱着、活活泼泼的流传着。,010.音乐——华夷交响乐.txt,17,《大李敖全集6.0》分章节\002.精品散文类\003.独白下的传统\010.音乐——华夷交响乐.txt,"音乐,教育,政治目的",LAT011-039
LAT011-031,独白下的传统,校对轮,已校对,知识,乐器源流不能靠民族神话,古代乐器虽然很简陋，就连这些，许多都来自外国（那时候，叫做“胡人”。有些从名称上，就可看得出来。“胡笳”“胡琴”“洋琴”等等，都属于这一类）。有人感到外来的这么多，太没面子，所以硬要说“胡琴”不是胡人的琴，而是“胡胡响”的琴。当然说这种神话的人，中国民族精神考100分，中国民族史吃鸭蛋。在古代，常常有外国的一些小乐器，进到中国，然后风行一时。例如战国到汉朝时候，有一种乐器叫“筑”，很得当时人喜欢。这种乐器有13根弦，演奏时候以左手拨，右手用竹尺来敲。秦始皇就很喜欢这种玩艺，结果荆轲的朋友高渐离利用秦始皇这一嗜好，竟用“筑”来接近他、行刺他，结果没有成功。后来汉朝的高祖得了天下，回到家乡去玩，一边唱他的《大风歌》，一边敲打的，就是这种“筑”。可见当时外国乐器流行的程度。,010.音乐——华夷交响乐.txt,28,《大李敖全集6.0》分章节\002.精品散文类\003.独白下的传统\010.音乐——华夷交响乐.txt,"乐器,外国,民族神话",LAT011-040
LAT011-032,独白下的传统,校对轮,已校对,文化,旧音乐被老夫子扼杀,回顾中国的音乐史，使我们得到的最大教训是：旧式中国的音乐和乐器，在20世纪的新世界里，已经落伍了、落伍了！落伍的最主要原因，就是因为老夫子们想利用它，结果没利用成，反倒扼死了它，使它无法得到健康的发展，无法精益求精的进步，无法走上科学化的道路。例如乐器，中国人只会拉拉共鸣箱小得不能再小的胡琴，就发明不出来庞大的钢琴；又如歌谱，中国人从来不懂得什么叫“和声学”“曲式学”或是什么“对位法”。所以，在全世界都走向现代音乐的步伐里，我们实在没办法抱残守缺，妄想像历代皇帝一般的，恢复固有音乐。目前残余的“国乐”，只是不伦不类的用来做“观光表演”和“国乐伴舞”罢了，其实也并不是什么真的国乐。靠恢复国粹食色性也的人，在表演《昭君出塞》的时候，硬给王昭君塞了一具她根本不曾用过的乐器——“琵琶”，好可怜的王昭君啊！她也被盲目的用来“发扬国乐”了！王昭君死而有知，一定手抱琵琶全遮面，暗中叫苦。因为“琵琶”“琵琶”，正是道道地地的外国货呀！,010.音乐——华夷交响乐.txt,29,《大李敖全集6.0》分章节\002.精品散文类\003.独白下的传统\010.音乐——华夷交响乐.txt,"旧音乐,国乐,科学化",LAT011-041
LAT011-033,独白下的传统,校对轮,已校对,文化,女人在家中地位可怜,在这个标准下，妈妈在爸爸死后，也得听大哥的。但是因为妈妈毕竟是妈妈，所以大哥对妈妈的威风，还是得收起一大部分来。爸爸死后，妈妈可说是家中唯一一位能够跟家中男士抗衡的女性，姐妹们是没有地位的，权力都被大哥以下的兄弟们占住，家里的财产也不会分给她们，只在出嫁的时候，送一点嫁妆而已。女人在中国家中的地位，是非常可怜的。,011.家族——人愈多愈好.txt,19,《大李敖全集6.0》分章节\002.精品散文类\003.独白下的传统\011.家族——人愈多愈好.txt,"女人,家庭,男权",LAT011-042
LAT011-034,独白下的传统,校对轮,已校对,文化,大家庭靠忍耐维持,唐朝另一个有名的大家庭是张公艺一家。这家的特色是“九世同居”，南北朝时代、隋朝时代，到唐朝时代，都受过当时皇帝的奖励。有一次唐朝的高宗皇帝到他们家里去，问张公艺维持一个大家庭的秘诀是什么，张公艺最后把秘诀公布了，那是一百个同样的字——一百个“忍”字。维持大家庭的秘诀，是忍耐。,011.家族——人愈多愈好.txt,34,《大李敖全集6.0》分章节\002.精品散文类\003.独白下的传统\011.家族——人愈多愈好.txt,"大家庭,忍耐,五代同堂",LAT011-043
