id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords,proofread_from
LAT022-011,我是天安门,校对轮,已校对,法权,中国缺人权法治人道,何况，我们中国人所缺的，又岂是言论自由而已哉？我们喊了两千年的“哀此茕独”了，可是我们没有人道的照顾劳苦大众；我们喊了两千年的“泽及狱囚”了，可是我们没有不凌虐人犯的所在；我们喊了两千年的“选贤与能”了，可是我们没有研究出来一种合理的投票法；我们喊了两千年的“幼有所长”了，可是我们没有一所像样的育幼院；我们喊了两千年的“天下为公”了，可是我们的生殖器串连政治，却世袭到今天！……我们中国人所缺的，可太多了；我们中国人从自己人手里得不到的人权与人道、法治与法制、公平与公开、进步与进境，我们怎么也想不到，竟可得之于帝国主义之手、得之于“侵略”我们的洋鬼子之手，我们能不惭愧吗？,002.“谢谢你，帝国主义！”.txt,28,《大李敖全集6.0》分章节/003.惊世杂文类/007.我是天安门/002.“谢谢你，帝国主义！”.txt,"人权,人道,法治,公平",LAT022-012
LAT022-012,我是天安门,校对轮,已校对,政治,殖民下限胜过大国民水平,当然帝国主义者不是以平等待我之民族，但是，看看香港、看看英国“所过者化，所存者神”的经手成绩，我们忍不住要说：他们所过的残余、他们所存的下限，都多于我们自己所给的、都高于我们自己所定的，他们的“下驷”规格，都优于我们的“上驷”标准；他们的“殖民”待遇，都胜过我们的“大国民”水平，有时候，我们觉得我们除了“以做中国人为荣”外，其他能引以为荣的，竟不堪枚举，我们除了“爱国”、“民族”、“光荣”、“大义”这些引以自慰的抽象外，简直没有多少可以自豪的实绩了。做为中国人，这不太可怜了吗？,002.“谢谢你，帝国主义！”.txt,29,《大李敖全集6.0》分章节/003.惊世杂文类/007.我是天安门/002.“谢谢你，帝国主义！”.txt,"殖民,香港,大国民,爱国",LAT022-013
LAT022-013,我是天安门,校对轮,已校对,政治,领土光荣不等于人民幸福,如今，最后的英国式帝国主义的象征，即将在香港落幕。我们回首前尘，在历数洋鬼子罪状之余，不妨也心平气和的公论一下是非。西方谚语说：“不掩没恶人长处。”（Give the devil his due.）在回首英国式帝国主义长处之后，我们中国人要想想、要想想：我们是不是还是要对不起自己人？当政者不做李鸿章是好的，但李鸿章有两个：一个是“宰相有权能割地”的李鸿章；一个是“孤臣无力可回天”的李鸿章，前者是对外国人的，后者是对自己人的。给中国带来领土上的光荣，是一回事；但在领土上使自己人感到比帝国主义好，是另一回事。“无力可回天”的无奈，不是我们的希望。在我们惜别英式帝国主义的前夜，让我们自勉之余，何妨也来点泱泱大国之风？让我们说一句：,002.“谢谢你，帝国主义！”.txt,34,《大李敖全集6.0》分章节/003.惊世杂文类/007.我是天安门/002.“谢谢你，帝国主义！”.txt,"领土,人民,帝国主义,李鸿章",LAT022-014
LAT022-014,我是天安门,校对轮,已校对,政治,国共主义国号同源荒谬,现在的《中华民国宪法》，就是以这一修正案为基础制定的。蒋纬国说只要中共能接受中华民国宪法第一条就够了，何必再协商？其实从谑画角度看，说得未尝不是。《中华民国宪法》开宗明义说是依据遗教、基于三民主义，但遗教与三民主义中，已明说“民生主义就是共产主义”。明说“共产主义既是民生主义的好朋友，为什么国民党员要去反对共产党呢？”（民生主义第二讲）白纸黑字俱在，中共“回归中华民国宪法”，真不愁没台阶可下。可见在主义上，国共哥俩好，固同此脐带也；至于国号问题，毛泽东晚年曾语美国老友斯诺（Edgar Snow），说1949年建立中华人民共和国之初，本有延续用“中华民国”之议，但以“中华民国”这块招牌，被国民党弄得太臭了，最后决定改名中华人民共和国，假若当年径用起“中华民国”来，可以少掉不少麻烦。因为不用，国民党反倒奉“中华民国”苟延残喘，中共真是失计云。可见在国号上，国共两相欢，固同此裤裆也。,004.中共何妨回归.txt,5,《大李敖全集6.0》分章节/003.惊世杂文类/007.我是天安门/004.中共何妨回归.txt,"国共,中华民国,三民主义,共产主义",LAT022-017
LAT022-015,我是天安门,校对轮,已校对,方法,中国政局不是打倒公式,我神气，为的是我老眼平生空四海，看尽了一个个朝代的兴亡，固一世之雄也的天下，在我眼前，无不一个个凄凉以去，只有我巍然独存、雄视百代：我惆怅，为的是我越老越看清了中国政局的真相，原来不是那么简单的谁打倒谁的公式。中国人民的眼睛，还有待进一步的雪亮起来。,005.我是天安门.txt,8,《大李敖全集6.0》分章节/003.惊世杂文类/007.我是天安门/005.我是天安门.txt,"天安门,中国政局,历史,兴亡",LAT022-018
LAT022-016,我是天安门,校对轮,已校对,政治,天安门事件会历史重演,六十三年过去了，在我这天安门前，历史又重演了。同样的热情、同样的流血、同样的祸首、同样的罪状、同样的辩解理由。所不同的，是血流的多少、是时间的长短、是痛苦的浅深。,005.我是天安门.txt,13,《大李敖全集6.0》分章节/003.惊世杂文类/007.我是天安门/005.我是天安门.txt,"天安门,三一八,六四,历史重复",LAT022-019
LAT022-017,我是天安门,校对轮,已校对,政治,抗议者也会变成开枪者,六十三年前的抗议者，如今变成了开枪者，中国人民只会被杀杀人，不会明白。只有我明白。,005.我是天安门.txt,15,《大李敖全集6.0》分章节/003.惊世杂文类/007.我是天安门/005.我是天安门.txt,"抗议者,开枪者,历史,中国人民",LAT022-020
LAT022-018,我是天安门,校对轮,已校对,方法,哀而不鉴必再循环,中国古人的赋里说：“秦人不暇自哀，而后人哀之；后人哀之而不鉴之，亦使后人而复哀后人也。”我想，中国人民必须有暇自哀，以此为鉴，知道了自己的对错，然后抗议者和开枪者才都各得答案。否则的话，不论贤或不肖，终归于尽。长则百年、短则数载，在我这天安门前，依旧周而复始、改朝换代而已。,005.我是天安门.txt,16,《大李敖全集6.0》分章节/003.惊世杂文类/007.我是天安门/005.我是天安门.txt,"历史鉴戒,天安门,循环,改朝换代",LAT022-021
LAT022-019,我是天安门,校对轮,已校对,政治,共产主义理想抵不过人性,在思想上，共产主义的目的，是世界大同、是“各尽所能，各取所需”，这种类乎“自由、平等、博爱”的目的，是伟大的、动人的。一旦揭橥这种目的来号召，全世界志士仁人，谁曰不宜？沛然又谁能御之？共产主义的招牌，已经“通吃”如此，马克斯出来，再予以细腻的建构化、学术化，自然更是如虎生翼起来。不过，马克斯的理论，连他自己都不无动摇。马克斯早在1865年就完成《资本论》初稿的最后两卷，但他不让恩格斯看，事实上，他在第三卷中，已经动摇了他在第一卷中——劳动价值论的基础。他在1872年海牙大会讲演中，也有“我们不否认有些国家如英国、美国，甚至荷兰的劳工们，可用和平方法达到目的”的石破天惊之言，可见马克斯本人，对马克斯主义，也不无疑义。恩格斯1890年写信给舒密特，提到马克斯曾自讽的说：“我所知道的就是我不是一个马克斯主义者！”由此可见，此马来头大，固有自知之明者也。如今一个世纪下来，马克斯预言的资本主义，依然逍遥健在；他预言的资本主义下，工人阶级应随工业发达而日趋贫困，事实上也大谬不然。……虽然检讨马克斯的理论后，真相恍然如此，但是，执迷的人照样视而不见，硬说共产主义、马克斯主义是地义天经。不过，我们虽然承认共产主义揭橥的目的的伟大动人，但一经过事实的检验，却痛苦的发现它行不通。蔡元培说有一介不取之义方足以言共产，但是，这与匹夫匹妇的人性不合，“各尽所能，各取所需”，这是圣人才做得到的境界，如何要匹夫匹妇做得到？要匹夫匹妇做圣人，得到的，却是怠工、倦勤、“拖死狗”、与成千上万尸居余气的恶婆与懒汉。所以，共产党为了一个做不到、行不通的思想走入死胡同，在目的上上了当。,006.共产党上了两个当.txt,4,《大李敖全集6.0》分章节/003.惊世杂文类/007.我是天安门/006.共产党上了两个当.txt,"共产主义,马克思,人性,圣人",LAT022-022
LAT022-020,我是天安门,校对轮,已校对,法权,坏制度会使好人走反面,在制度上，共产主义的制度，共产党口口声声师承马克斯，并以之为手段，但是，共产党一旦变成了当权派，他们立刻发现马克斯不够看。例如共产党全国党代表大会每年开一次会，制度是马克斯订的，但是，到了斯大林手里，制度就给破坏了，弄得几年乃至十几年才开会。于是，最高权力机关，由多数人变为少数人，变为中央委员会、变为政治局、变为五人小组、变为个人独裁。这种演变，固资本主义不若也！资本主义下人民有的自由民主，还比共产主义多得多，革命革到这步田地，怎生了得？共产党中奇才异能之士，在忧心之余，也未尝不出之以改革。像邓小平，他先从经济体制改革开始，但是，正如1986年他表示的：“经济体制改革向前走了一步之后，就会感到政治体制改革的必要性。”事实上，政治体制改革，却困难重重。共产党的制度，从长远看，是一种自我窒息的制度。1980年邓小平就指出：“我们过去发生的各种错误，固然与某些领导人的思想、作风有关，但是组织制度、工作制度方面的问题更重要。这些方面的制度好可以使坏人无法任意横行，制度不好可以使好人无法充分做好事，甚至会走向反面。”如今，在天安门前的血祭，使我们清楚看到了经济开放政治开枪的无奈。制度不改，好人坏人都无以善终，在手段上上了当。,006.共产党上了两个当.txt,5,《大李敖全集6.0》分章节/003.惊世杂文类/007.我是天安门/006.共产党上了两个当.txt,"制度,政治体制,邓小平,天安门",LAT022-023
LAT022-021,我是天安门,校对轮,已校对,方法,国家大事不可感情用事,总括的感觉是，我认为大家都过于感情用事了。如戴高乐所说，重要政治人物不可以感情用事。但是一般人物也不可以对国家大事，这样感情用事。过于感情用事的结果，将无法使我们冷静观察中国问题，这就太低层次了。,007.中国大局不可感情用事.txt,6,《大李敖全集6.0》分章节/003.惊世杂文类/007.我是天安门/007.中国大局不可感情用事.txt,"感情用事,国家大事,冷静,中国问题",LAT022-024
LAT022-022,我是天安门,校对轮,已校对,方法,乐观悲观都不可情绪化,问题出在哪儿？问题出在人们轻易对中共乐观，一朝有变，又轻易对中共悲观。这种乐观也好、悲观也罢，都是要不得的感情用事。,007.中国大局不可感情用事.txt,9,《大李敖全集6.0》分章节/003.惊世杂文类/007.我是天安门/007.中国大局不可感情用事.txt,"乐观,悲观,感情用事,政治判断",LAT022-026
LAT022-023,我是天安门,校对轮,已校对,方法,学生干政必须知道限度,总括来说，学生干政，本已不祥。但忘其所以，干得章法大乱，徒知空言叫价，而不知其限度，则更属无谓招祸之道。中国古话说：“暴得大名，不祥。”学运领袖们“暴得大名”如此，真不祥矣！,008.学生干政的限度.txt,10,《大李敖全集6.0》分章节/003.惊世杂文类/007.我是天安门/008.学生干政的限度.txt,"学生干政,限度,学运,招祸",LAT022-028
LAT022-024,我是天安门,校对轮,已校对,政治,政治需要会使革命走火,虽然一开始的情况不过如此，但是，随着革命情势的升高，路易十六不死，则师出无名，一如罗伯斯庇尔（Roberspierre）所说：“判处路易十六死刑，是基于政治需要，非关任何法理与人道问题。”正因为政治需要，这三十九岁的皇帝上了断头台后，革命党还特别指示，下葬时候，他的头，不准放回脖子之上，而要夹在两腿之间，放在阴茎之下。——基于政治需要，革命革的可以走火入魔如此！,009.从法国大革命看中国.txt,6,《大李敖全集6.0》分章节/003.惊世杂文类/007.我是天安门/009.从法国大革命看中国.txt,"法国大革命,政治需要,法理,人道",LAT022-029
LAT022-025,我是天安门,校对轮,已校对,政治,革命民主也会变成暴民政治,路易十六非暴君，但背着暴君之名身首异处；法国人民是好人，但演出暴民动作横行宇内。革命家们控制了“国会”，而这个“国会”，只由总投票数百分之六的选票产生的，其代表性可想。原有的“国会”，早被“朱高正”“林正杰”式货色给搅臭了。旁听席上充满了叫嚣的暴民，甚至公然贩卖起水果和食物来，“国会”已不成其为“国会”。在革命家的带头下，成千上万的屠杀，造成了哀鸿遍野。革命党不但杀反动派，也把自己人一个个当反动派送上断头台。丹敦（Danton）被杀后，人们忍不住问：“假使这些人都是叛徒，我们以后还靠谁呢？”靠罗伯斯庇尔。可是，曾几何时，杀人者罗伯斯庇尔也人亦杀之。,009.从法国大革命看中国.txt,7,《大李敖全集6.0》分章节/003.惊世杂文类/007.我是天安门/009.从法国大革命看中国.txt,"法国大革命,暴民,国会,民主",LAT022-030
LAT022-026,我是天安门,校对轮,已校对,政治,中国革命还有长路,法国的不幸在于它那种柏克形容的民主，使它迟迟无法定型，这种革命，去美国革命远矣。不幸的是，中国也走上这种形式的革命之路，中国更大、人民更混、主义与教条更残忍、制度与组织更严密、招式与手法更花样百出。所以，中国人民所受的痛苦也就更大。这种痛苦，杀人者与被杀者都不能免。从文革受害到天安门害人，邓小平并不快乐。邓小平爱国情殷、品格出众，但他在朝野中风狂走的局面下，也无法做得更多或更少。——中国还有一段长路要走，如今才走了四十年，比起法国人的，还早着哩！,009.从法国大革命看中国.txt,10,《大李敖全集6.0》分章节/003.惊世杂文类/007.我是天安门/009.从法国大革命看中国.txt,"法国大革命,中国革命,邓小平,长路",LAT022-031
LAT022-027,我是天安门,校对轮,已校对,知识,知识分子不该忽热忽冷,唐德刚全文中，诸如此类的论点还有很多，我无法多引。我的读后感是，做为一个像唐德刚那样才华毕露的历史家，我认为他对邓小平的史识，似乎不该因这次天安门事件而有那么悬殊的、两极的论断。今天对中国大局的轻易悲观，其不当，正和昨天对中国大局的轻易乐观相等，这种忽热忽冷的反应，凡夫俗子可以这样表现，而像唐德刚这样旧学邃密、新知深沉、洋务通达的优秀知识分子，就不该这样感情用事了。,010.中国大局不可轻易悲观.txt,7,《大李敖全集6.0》分章节/003.惊世杂文类/007.我是天安门/010.中国大局不可轻易悲观.txt,"唐德刚,知识分子,史识,感情用事",LAT022-032
LAT022-028,我是天安门,校对轮,已校对,方法,功过都要从事实出发,如果采取“实事求是”的办法来处理，自然就不会这样绝了，“功不会抹杀，过也要弄清楚”，这样于功于过，都于理允当，才可从事实出发，求得正确的结论。,011.有感于江泽民之言.txt,8,《大李敖全集6.0》分章节/003.惊世杂文类/007.我是天安门/011.有感于江泽民之言.txt,"实事求是,功过,赵紫阳,事实",LAT022-034
LAT022-029,我是天安门,校对轮,已校对,人格,罪过不该抹掉功劳,照现代人的干法，把凌烟阁中侯匪的画像一拆，不就结了？但是唐太宗不肯，他坚持侯同志“功不会抹杀”，他宁愿抹杀自己崇德报功登阁自雄的愿望，他把过去保留给过去的同志和过去的自己，“实事求是”以外，又昭天下以奇情。李世民真英雄也！,011.有感于江泽民之言.txt,12,《大李敖全集6.0》分章节/003.惊世杂文类/007.我是天安门/011.有感于江泽民之言.txt,"唐太宗,侯君集,功劳,实事求是",LAT022-035
LAT022-030,我是天安门,校对轮,已校对,知识,贫穷不能全归罪制度,我们读唐朝诗人杜甫的《石壕吏》，当拉夫的酷吏，在陕西拉壮丁的时候，石壕村的老妇人来开门，就说“室中更无人，惟有乳下孙。有孙母未去，出入无完裙”的话（另一种版本是“孙母未便出，见吏无完裙”）。可见一千两百年前的中国，就延续了那种“褐衣不完”的苦况了。记得李焕曾告诉我，他在西北行军时，见到西北农民硬是全家穿一条裤子，裤子挂在门口，谁出门谁穿。……由这些古今事例可证，中国人穷得没裤子穿的局面，并不是共产制度造成的，而是今天共产制度没有能力或余力改善这一问题而已。,012.中国没裤子穿的问题.txt,6,《大李敖全集6.0》分章节/003.惊世杂文类/007.我是天安门/012.中国没裤子穿的问题.txt,"贫穷,共产制度,历史,没裤子",LAT022-036
LAT022-031,我是天安门,校对轮,已校对,政治,强国代价要两面看,当年共产党穷天下力，搞核子弹，日本人讥笑中国人连裤子都穿不上，还要搞核子弹。陈毅做外交部长，悍然说：宁肯不穿裤子，也要核子。其气魄可想。如今中国站起来了，在军事上，至少不再受列强之侮，这是一件功德。虽然，中国人民付了惨痛的代价。对一位少女说来，活到十七岁，还没裤子可穿，这叫什么国家？做了亡国奴，如能有裤子穿，我想也大可一做。关于整个的中国没裤子穿的问题，我们要从双方面想一想。,012.中国没裤子穿的问题.txt,7,《大李敖全集6.0》分章节/003.惊世杂文类/007.我是天安门/012.中国没裤子穿的问题.txt,"强国,核子弹,贫穷,亡国奴",LAT022-037
LAT022-032,我是天安门,校对轮,已校对,政治,小岛也该有大陆胸襟,一九八八年七月三日，我写《拿破仑与台湾独立》，提到一世之雄拿破仑本是科西嘉岛上的人、本是激烈的“科西嘉独立”——“科独”——分子。可是，一朝他觉悟到“科独”并不能带给科西嘉真正的独立，他回归了“大陆”。十多年后，拿破仑不但做了“大陆”的统治者，并且当了皇帝，他统治了大半的欧洲，当然包括科西嘉在内。两百年来，科西嘉一直属于“大陆”，从一个省变为两个省，跟法国一同变为强国，“科独”的梦幻，早已云散烟消了。拿破仑献身“科独”运动，他可以举出一千个科西嘉应该独立的理由，但是，一朝他有了世界性的眼光和“大陆”的胸襟，他觉悟到他不该再以一个小岛褊狭之见来夜郞自大，当然也毫不自卑，你看，他以一个又矮又小的科西嘉人，最后统治了“大陆”。——只有有自卑感的守财奴，才斤斤保护小台面，声声要躲开“大陆”；真正有大志的人，他不怕“大陆”统治小岛，而要用小岛统治“大陆”。三万六千平方公里的台湾，只不过比八千七百平方公里的科西嘉大一点点儿，有眼光和胸襟的台独豪杰们，不妨想一想。,014.毛泽东与台湾独立.txt,2,《大李敖全集6.0》分章节/003.惊世杂文类/007.我是天安门/014.毛泽东与台湾独立.txt,"台湾独立,拿破仑,科西嘉,大陆胸襟",LAT022-038
LAT022-033,我是天安门,校对轮,已校对,政治,地方主义可转成统一野心,毛泽东在微时、在落魄时代，未尝不眼光狭小，认为“湖南受中国之累”，而主张“湖南独立”。但是，一旦他知道此路不通、觉悟到“湘独”并不能带给湖南真正的独立，他立刻从地方主义者转变到国际主义者，而主张共产党来搞中国统一与世界一统。,014.毛泽东与台湾独立.txt,6,《大李敖全集6.0》分章节/003.惊世杂文类/007.我是天安门/014.毛泽东与台湾独立.txt,"毛泽东,湖南独立,统一,地方主义",LAT022-039
LAT022-034,我是天安门,校对轮,已校对,政治,独立口号可能只是政治赌博,当然从另一角度看，毛泽东搞“湘独”，未尝不是政客式的口号，因为搞“湘独”之际，也正是他着手中共建党湖南小组之时。可见他从“湘独”到中国统一，他所有的宝全押，无一不赌。如果从这一角度来看台独分子，我们倒会开心些。台独分子并不一定真信台独，台独云云，可能只是政客们的赌博口号而已。,014.毛泽东与台湾独立.txt,7,《大李敖全集6.0》分章节/003.惊世杂文类/007.我是天安门/014.毛泽东与台湾独立.txt,"台独,湘独,政治口号,赌博",LAT022-040
LAT022-035,我是天安门,校对轮,已校对,知识,湘独论与台独论互照,在这篇文章中，毛泽东坚决的主张湖南人自决——“湘人自决”。他指出中央政府是反对湖南独立的，但中央政府只是“假中央统一之名，行地方蹂躏之实”。这种统一，他是反对的。他要求湖南人“应该努力，先以湖南共和国为目标”，然后“为二十七个小中国的首倡”，这种“湘人自决”，才是湖南人的使命。这种由自决而独立的论调，比起今天台独分子的大道理来，我们岂不似曾相识吗？,015.毛泽东与湖南独立.txt,15,《大李敖全集6.0》分章节/003.惊世杂文类/007.我是天安门/015.毛泽东与湖南独立.txt,"湖南独立,台湾独立,自决,历史",LAT022-042
