id,source_id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords
LAT069-011,LAT069-012,李敖写的信,校对轮,已校对,文化,追问胡适真正的灯,唉！胡先生，三十五年了！你的“灯儿”在哪里？什么是你的“灯儿”？什么才是你真正的“灯儿”？在南港山边，在夏虫声里，在高压电线底下，你能回答一个受过你深深的影响的青年人对你摊出来的问号吗？,006.给胡适的一封信.txt,45,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/006.给胡适的一封信.txt,"文化,追问胡适真正的灯,给胡适的一封信"
LAT069-012,LAT069-014,李敖写的信,校对轮,已校对,法权,迟发薪水讽刺专任制度,我们做助理的人与研究讲座教授和领甲乙种补助的先生们不同，他们有教授、讲师的本薪，补助的钱对他们是“安定费”，是本薪以外的“补”与“助”，可是我们“助理级”的就不同了，早几天或晚几天发薪对我们所生的影响是不能跟他们比的，每月唯一的一千元，它是我们的本薪，它迟迟不发，对“专任”两个字是一种讽刺，并且使我个人不好意思再向姚先生借钱，使我三条裤子进了当铺，最后还不得不向您唠叨诉苦，这是制度的漏洞还是人谋的不臧我不清楚，说句自私话，我只不过是不希望“三无主义”在我头顶上发生而已。,008.对国家长期发展科学委员会的一个批评.txt,6,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/008.对国家长期发展科学委员会的一个批评.txt,"法权,迟发薪水讽刺专任制度,对国家长期发展科学委员会的一个批评"
LAT069-013,LAT069-015,李敖写的信,校对轮,已校对,文化,新朴学重返故纸堆,这一百零三个字是胡适最不“懵懂”时的“话头”，可是他“努力向上跑”的结果，竟造成一个乾嘉余孽的新朴学，披着他们所谓的“科学方法”，以台湾省台北县南港镇为第一据点；台湾大学文学院为辅助据点，密锣紧鼓地向另一派（以新亚书院新宋学为尾闾的，包括师大、政大、东大）大施其挞伐与藐视！,009.回YS.txt,7,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/009.回YS.txt,"文化,新朴学重返故纸堆,回YS"
LAT069-014,LAT069-016,李敖写的信,校对轮,已校对,方法,统计比例纠正概括,可是跟你细谈的结果，运用“统计的观念”与“比例的观念”的结果，我慢慢发现我这种论断，未免失之“概括”与“杞忧”。,009.回YS.txt,9,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/009.回YS.txt,"方法,统计比例纠正概括,回YS"
LAT069-015,LAT069-017,李敖写的信,校对轮,已校对,文化,社会已被西方文明改变,11号晚上我第一次向你说出我的新看法，我说东西文化云云已经不成问题，至少不再是可以谈谈的问题，也不是笔墨官司的问题，因为十几年或几十年来，我们的社会早已走向“实质上的改变（西化）”，在西方文明的“冲击”（impact）之下，我们那些“义和团的防线”早已处处瓦解，从大学的六个学院来看，理、工、农、医，早已没有东方的影子，（园艺系的一点东方庭园观念与中医学院的闹闹都不足以用来张目的！）法学院中除了一点政治思想史、一点法制史、一点应用文外，也找不到国粹或国渣的影儿，文学院算是东方文明的逋逃薮，外文与考古系是西化了的，中文、历史、哲学则纯是乌烟瘴气！看不到一点儿新思潮、新东西！（哲学系中“康德”“尼采”等课已经是西方文明老掉了牙的部分了，除了殷海光的逻辑经验论，我不承认别人在介绍西方的新东西！）,009.回YS.txt,10,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/009.回YS.txt,"文化,社会已被西方文明改变,回YS"
LAT069-016,LAT069-018,李敖写的信,校对轮,已校对,文化,东方文明瓦解是趋势,东方文明的瓦解是一个必然的趋势，尽管我们还到处看到四书五经、看到拿哭丧棒的孝子、看到孔孟学会的开锣……可是没有人再真真正正的深信它们，大家只是串假戏罢了！反正串假戏是咱们文明古国的传统，两千年来，哪个帝王不是挂着儒家的羊头而卖法家的狗肉？任何冠冕堂皇的表现只不过是叫叫而已，在优势文明的冲击下，在食色相斫的本性下，我不相信高叫“天理”的人不向“人欲”屈膝，当代朱子钱宾四表演过先奸后娶的把戏，这种吃反动饭的分子，我们大可不必理他。,009.回YS.txt,12,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/009.回YS.txt,"文化,东方文明瓦解是趋势,回YS"
LAT069-017,LAT069-019,李敖写的信,校对轮,已校对,文化,院字号人物只是小蠹虫,所以我说，用“统计的观念”与“比例的观念”来看世道人心，我们会发现这些“院（学院、书院、研究院）字号的人物”，只不过是芸芸众生里面的一些小蠹虫，老百姓与大官人早就朝西化的路上走了，尽管他们不自觉、尽管他们也要每年祭一次孔，他们的实质与内心深处早就不是那么一回事了！至于“院字号的人物”，也在酒醉饭饱美援补助之余，做那五十步笑百步的勾当，我不觉得史语所有资格骂新亚，他们都是故纸堆中的孤臣孽子，不论怎么狗咬狗，总归助长了旧死尸的复活，线装书不在茅厕里而在书架上，还有什么可谈的？,009.回YS.txt,13,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/009.回YS.txt,"文化,院字号人物只是小蠹虫,回YS"
LAT069-018,LAT069-020,李敖写的信,校对轮,已校对,人格,已经回不去故纸堆,“呜呼！”YS，阁下与我都是歧路上的亡羊，我们从羊圈中偶尔跑出来，背后它们正高声叫我们，叫我们“及早回头”、叫我们继续做那向故纸堆中乱钻的伟业，在“学术”的凌烟阁中，他们也为我们做了一个神龛，希望我们去合作、去终老，可是我知道我们回不去了，我知道今天的YS再也不会花二十年的光阴消耗在故纸堆上了。,009.回YS.txt,15,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/009.回YS.txt,"人格,已经回不去故纸堆,回YS"
LAT069-019,LAT069-021,李敖写的信,校对轮,已校对,方法,开门打鬼两路并行,我是倾向于第三途，盖第一途太消极，第二途太难能，你可能最支持第二途，我们该把“国立编译馆”敲掉，另设个“新同文馆”，请你做馆长！,009.回YS.txt,20,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/009.回YS.txt,"方法,开门打鬼两路并行,回YS"
LAT069-020,LAT069-023,李敖写的信,校对轮,已校对,写作,新时代要用活文字,讣帖中“事略”部分不知是谁写的，我觉得它不能写出尊大人的真性格，因为用的是“死文字”，什么“领袖群伦，建树良多”，“擘画得宜，颇有所成”，“遂使吾侪一掬辛酸之泪”，“宁不令人扼腕太息乎”等等，都不是很活生生的文字。我们是新时代的人，为什么不用新时代的文字？,017.讣贴改革致张绍文.txt,5,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/017.讣贴改革致张绍文.txt,"写作,新时代要用活文字,讣贴改革致张绍文"
LAT069-021,LAT069-025,李敖写的信,校对轮,已校对,法权,人保制度反映互不信任,这年头真没办法！人与人都不相信，可是又硬是要人保人，弄得保人者跟被人保者都苦恼已极，真是可叹可叹！,020.论做保致彦年夫妇.txt,5,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/020.论做保致彦年夫妇.txt,"法权,人保制度反映互不信任,论做保致彦年夫妇"
LAT069-022,LAT069-027,李敖写的信,校对轮,已校对,知识,引用石达开诗须辨伪,原稿中扉页“我志未酬人亦苦，东南到处有啼痕——石达开诗”等字拟删去。盖今传石达开诗多是伪诗，都是梁启超与高旭（天梅）伪作的，是他们为了排满而伪作的。,021.致李声庭论石达开诗是伪作.txt,5,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/021.致李声庭论石达开诗是伪作.txt,"知识,引用石达开诗须辨伪,致李声庭论石达开诗是伪作"
LAT069-023,LAT069-029,李敖写的信,校对轮,已校对,知识,疑案定案后不宜误引,石达开诗的疑案，经一、罗尔纲指出是伪作，再经二、柳亚子道出伪作者。可算是历史定案了，故不宜再明引是石达开的诗。,021.致李声庭论石达开诗是伪作.txt,9,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/021.致李声庭论石达开诗是伪作.txt,"知识,疑案定案后不宜误引,致李声庭论石达开诗是伪作"
LAT069-024,LAT069-030,李敖写的信,校对轮,已校对,政治,文章呼吁可推动制度变动,中央研究院“近代史研究所筹备处”、“民族学研究所筹备处”、“经济研究所筹备处”，在我写文章“呼吁”以后，已经在最近“扶正”为正式的研究所了。这似乎我也不无功劳，至少我是在舆论上唯一指出的人。所以，我有“权利”要这三个所的人请我的客。,022.给傅乐成的两封信.txt,12,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/022.给傅乐成的两封信.txt,"政治,文章呼吁可推动制度变动,给傅乐成的两封信"
LAT069-025,LAT069-032,李敖写的信,校对轮,已校对,文化,迷信养女十年未改,十年过去了！可是十年来这方面的进步又在哪儿？十年来，由灵芝祥瑞①到五星会聚②，直到最近的市政府和市议会的迷信，乃至《中央日报》短评中以“因果报应”的理论来劝黄色作家，哪一件不是迷信？而十年来养女的呻吟，又销声了多少？,023.给孙陵信论《大风雪》解禁.txt,13,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/023.给孙陵信论《大风雪》解禁.txt,"文化,迷信养女十年未改,给孙陵信论大风雪解禁"
LAT069-026,LAT069-033,李敖写的信,校对轮,已校对,写作,旧文体浮词藻语,他们这些30年代文人写文章的大病，除内容架构上的问题外，在文体上大都浮词藻语和套语，故大汉子写的文章颇多娘娘腔，此所谓故作小儿女之言是也。孙陵文章最多绮丽用语，读其文，万万想不到他竟是北方男儿式的大汉！,024.给尚勤信中的几段.txt,7,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/024.给尚勤信中的几段.txt,"写作,旧文体浮词藻语,给尚勤信中的几段"
LAT069-027,LAT069-034,李敖写的信,校对轮,已校对,人格,青年热心而胆怯,我有五个字描写今日之“有为”青年——“热心而胆怯”。他们的大病在没有牺牲的精神，太为自己的前途利害着眼。（试问哪个肯牺牲大学的学籍？哪个肯不在乎留学与出境？哪个肯放弃自己的“前途”而做一个不降志不辱身的硬汉？哪个肯放弃一切“富贵”去做一名淡泊的乱世遗民？做一名“抱关击柝”的无名英雄？）故今日之青年，太多软骨病者，空有理想、学识，仍嫌不够。,024.给尚勤信中的几段.txt,12,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/024.给尚勤信中的几段.txt,"人格,青年热心而胆怯,给尚勤信中的几段"
LAT069-028,LAT069-035,李敖写的信,校对轮,已校对,政治,不盲动也是进步,但今日青年不像过去青年之盲动与乱来、乱做man of action，实为一大进步。今天我特别指出殷海光在这方面的进步，我说他思想演变的天路历程很辛苦，由偏狭的行动者到今日思想开阔，实在得之不易。（下略）,024.给尚勤信中的几段.txt,13,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/024.给尚勤信中的几段.txt,"政治,不盲动也是进步,给尚勤信中的几段"
LAT069-029,LAT069-036,李敖写的信,校对轮,已校对,写作,解禁应留下历史记录,我又想到，这次《大风雪》的解禁，实在是一件意义重大的事，实在值得大书特书，值得多留下一点历史的纪录。因此我建议萧孟能跟我的同班同学陆啸钊（现任文星杂志主编），请他们邀请你赶写一篇论《大风雪》解禁原委或感言一类的长文（六千字上下最佳，并附有关文件的图片），他们都很赞同，並转托我转请你执笔，希望你能够同意。截稿期是本月十八号（星期二），不知你可有兴趣吗？我觉得趁这次《大风雪》重获自由之日，大大表白一番，实在值得一做。,025.回孙陵信论《大风雪》解禁.txt,4,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/025.回孙陵信论《大风雪》解禁.txt,"写作,解禁应留下历史记录,回孙陵信论大风雪解禁"
LAT069-030,LAT069-037,李敖写的信,校对轮,已校对,文化,用道德评判抽烟是伪善,从你送我的香烟，我开始想：可惜抽烟的习惯没在耶稣的时代里发生，否则耶稣一定会抽烟，从他以后，卫教者也不会反对抽烟了。(耶教徒反对抽烟，是一种伪善，我记得我的一个信教狂热的女朋友，在知道我抽烟以后，竟从而论断我是“坏人”！),027.收“毒品”谢东方望.txt,4,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/027.收“毒品”谢东方望.txt,"文化,用道德评判抽烟是伪善,收毒品谢东方望"
LAT069-031,LAT069-039,李敖写的信,校对轮,已校对,文化,疏导工具稳定文明社会,对本是“来自野蛮”的人类，我们需要“疏导”的工具太多了，我们要用西部武打来“疏导”人类潜在的杀人意识，要用侦探小说来“疏导”人类潜在的犯罪意识，要用大厦中的小花园来“疏导”人类“大地之子”(son of earth) 的原野欲望。……这一切“疏导”，都是稳定一个文明社会的必要条件。,027.收“毒品”谢东方望.txt,8,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/027.收“毒品”谢东方望.txt,"文化,疏导工具稳定文明社会,收毒品谢东方望"
LAT069-032,LAT069-040,李敖写的信,校对轮,已校对,人格,有清望者做好事最难,几个月来，对先生之高风与诚恳，颇多了解与身受。先生是有清望的人，有清望的人，在这个年头，肯积极做点好事，最不容易。无疑的，先生显然是属于有清望而又肯积极做好事的一类好人，最值得我们这些“恶人”的敬重。,029.论好人做事致牛若望副主教.txt,4,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/029.论好人做事致牛若望副主教.txt,"人格,有清望者做好事最难,论好人做事致牛若望副主教"
LAT069-033,LAT069-041,李敖写的信,校对轮,已校对,写作,不熟主题不妄写序,你的大作《磨刀集》，我拜读至再，实在愧不敢落笔写序。这一点是真情，决非为谦。只有这一点真情，这点“据实以告”，也许才可以稍稍抵掉一点你的责怪。我对我未曾下过工夫研究的主题或文体，实在不敢妄议——不论是褒贬或介绍，我都愧不敢当。以前我的朋友陆啸钊先生、刘凤翰先生，他们出书，都找我做序，我都在仔细研究后，先后谢绝。这种谢绝，实在是我对朋友的一点坦白，而绝非不近人情或大架子之类也。,033.论写序答黛郎.txt,3,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/033.论写序答黛郎.txt,"写作,不熟主题不妄写序,论写序答黛郎"
LAT069-034,LAT069-042,李敖写的信,校对轮,已校对,法权,邮局查扣平邮难以追证,于是我才恍然大悟，我的这些文件的副本，已经全部被我们“信誉卓著”的“邮政总监”查扣了！可是我没有办法，因为我寄的是平邮，没挂号，自然邮局可以一口赖掉，反正他们干这种狗屁倒灶的事干多了，你按住他们的脖子，他们也不会吐实，并且其“实”也吐不胜吐，还是自认倒霉罢！,035.为邮局非法查扣“李敖通知”致这份通知副本收件人的信.txt,4,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/035.为邮局非法查扣“李敖通知”致这份通知副本收件人的信.txt,"法权,邮局查扣平邮难以追证,为邮局非法查扣李敖通知致这份通知副本"
LAT069-035,LAT069-043,李敖写的信,校对轮,已校对,人格,他人无信自己仍守信,但是，邮局虽然没有信用，我李敖却不可没有信用，所以，只好再央求打字小姐再替我重新打过，重新寄给你们和你们的正义感、责任感。不过这回可要寄挂号了，我不可不“上当学乖”。叫一声先生呀！你说对不对？,035.为邮局非法查扣“李敖通知”致这份通知副本收件人的信.txt,5,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/035.为邮局非法查扣“李敖通知”致这份通知副本收件人的信.txt,"人格,他人无信自己仍守信,为邮局非法查扣李敖通知致这份通知副本"
LAT069-036,LAT069-044,李敖写的信,校对轮,已校对,法权,停刊处分可随登记解除,这次《拿武士刀者》“罚”《人间世》停止发行一年的法律依据，是违背《出版法》第40条第1项第1款之规定，即因“出版品就应登记事项为不实之陈述而发行者”。按同条规定，这种处分，“其期间不得超过一年”。依法律订立原意，此种处分，得随时停止至该出版品完成合法登记时为止，此合法登记登记得周密了，包罗万象了，与原旨趣一统了，《拿武士刀者》的“罚”就该立刻停止。这种关系，按诸内政部1956年11月15日台（1956）内警101146号，以及内政部1957年3月15日内警109087号解释，都是说原处分之目的，乃寓“促使”于处分之中，乃在“促使”该出版品完成合法登记，“易言之，即该项定期停止发行之处分之解除，胥视该出版品何时完成合法登记而定，故在法律上并无任何限度。”这里所谓“无任何限度”，即随时可收回成命之意。这也就是《出版法施行细则》第19条第1项所规定的：“出版法第41条（现法40条）第1项第1款第2款所规定之定期停止发行，得停止至该出版品完成合法登记时为止。”,037.莫德惠劝进袁世凯做皇帝及其他.txt,5,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/037.莫德惠劝进袁世凯做皇帝及其他.txt,"法权,停刊处分可随登记解除,莫德惠劝进袁世凯做皇帝及其他"
LAT069-037,LAT069-045,李敖写的信,校对轮,已校对,政治,另办杂志延续抵抗,你说再办一杂志，并盼能在观感上与《人间世》有连锁关系。我提议办一名叫《人间何世》的杂志，此法国老虎总理当年办《自由人》不成，改办《桎梏人》之意也！,037.莫德惠劝进袁世凯做皇帝及其他.txt,15,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/037.莫德惠劝进袁世凯做皇帝及其他.txt,"政治,另办杂志延续抵抗,莫德惠劝进袁世凯做皇帝及其他"
LAT069-038,LAT069-046,李敖写的信,校对轮,已校对,知识,历史疑义要查原书,读者对我文中提到莫德惠劝进袁世凯做皇帝一事表示疑义，可请他查长沙黄毅编《袁氏盗国记》（第215页），此书民国五年5月由上海国民书社总发行，1962年6月有台北文星书店重印本。兹据原书复印一页，请代转致。此书中劝进名单内，尚有刘哲、贾士毅、贾景德、梁济、梁上栋、马建功、叶德辉、王揖唐、徐新六、梁鸿志、叶恭绰、陈垣、马小进、马建功等人。,037.莫德惠劝进袁世凯做皇帝及其他.txt,16,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/037.莫德惠劝进袁世凯做皇帝及其他.txt,"知识,历史疑义要查原书,莫德惠劝进袁世凯做皇帝及其他"
LAT069-039,LAT069-047,李敖写的信,校对轮,已校对,写作,写作计划须成套,此意亦极佳。我曾写过几章，题名《中国历史哈哈哈》，可是因为事忙，没有再继续写。现在我已跟《文星》正式办理bye-bye手续，不久后，当有时间续写下去。我有全套的写作计划，《中国历史哈哈哈》为其中之一。此生恐将以写作终古，故写作之计划，不可不“全套”也！,039.搜罗侦探小说等寄陈绍鹏.txt,14,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/039.搜罗侦探小说等寄陈绍鹏.txt,"写作,写作计划须成套,搜罗侦探小说等寄陈绍鹏"
LAT069-040,LAT069-049,李敖写的信,校对轮,已校对,政治,海外知识分子不能只顾学术,你还记得你的老师夏济安吧？我觉得他的作风很可作为“留学派”的代表：他主张“做犹太人运动”，主张中国知识分子在国外发挥个人的独特的光芒，表现一个中国人的知识的力量，所以他不择一切手段去外国，然后不择一切手段留在外国。这种作风，可算是达到“旅居异域”的最高代价。可是，事实的表现是，这些拼命留在外国的中国知识分子们，究竟在学术研究以外，为我们这个国家，还做了点什么普遍的、宽度的、积极的事呢？,040.论留学生立场复金戴熹.txt,11,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/040.论留学生立场复金戴熹.txt,"政治,海外知识分子不能只顾学术,论留学生立场复金戴熹"
LAT069-041,LAT069-050,李敖写的信,校对轮,已校对,文化,海外学人施助带隔膜,最近暑假到了，一些留美的“海外学人”，利用政府等机构的免费旅费，回来了不少，也跟我有过接触，他们有的也颇热情，很想为这个地区的青少年“施”点帮助。我这里用这个“施”字，你该知道我用得多么沉重！所谓“施”，是凭自己高兴，愿做多少就做多少。由于长年身居海外，对这个地区的隔膜，总是难免，但是他们的态度却很“自信”，俨然“老子们完全了解你们，了解你们这些土包子！”的姿态，——一副洋鬼子“支那通”的姿态。（所谓洋鬼子“支那通”，就是花一两年“研究”中国语文，——靠廉价中国学人协助“研究”，然后砉然出现，俨然全盘了解中国，并随时妄议，“指导”中国前途的发展！）,040.论留学生立场复金戴熹.txt,12,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/040.论留学生立场复金戴熹.txt,"文化,海外学人施助带隔膜,论留学生立场复金戴熹"
LAT069-042,LAT069-051,李敖写的信,校对轮,已校对,文化,海外杂志要有泥土气,十个月中，又一件大事是我在去年7月17号收到你们的《欧洲杂志》第一期，最近又在一家杂志社中看到第二期，后面有“侨务委员会海外侨民杂志登记台教新字第377号”等字样，知道你们已“奉公办理如仪”，获准进口，可贺可贺。不过杂志内容方面，可商量者颇多颇多，海外学人办杂志，能有“泥土气”，而与国内知识人声应气求，为第一难事。《欧洲杂志》至少目前在这方面并未成功，客气的说是“曲高和寡”；不客气的说是“跟国内脱节”“洋学究味太重”。我把我的看法，粗略奉陈如上，想你必不见老同学的怪吧？,040.论留学生立场复金戴熹.txt,15,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/040.论留学生立场复金戴熹.txt,"文化,海外杂志要有泥土气,论留学生立场复金戴熹"
LAT069-043,LAT069-052,李敖写的信,校对轮,已校对,政治,文星改组是党化接棒,此次《文星》事件，内中波澜之大，迥非外人所知。最后结局是奉命改组，老年人接了青年人棒子，清一色“KMT”代替了“非KMT”（萧孟能、李敖）。李敖与《文星》彻底bye-bye已成定局，萧孟能或将“留校察看”，唯已有实无名，正如同《文星》将有名无实。萧李合作时代，将成先秦之史，最近诸老尚在运动“萧李绝交”之事，此所谓“既生瑜，何生亮，李不死，萧不安”也！,051.致黎东方.txt,6,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/051.致黎东方.txt,"政治,文星改组是党化接棒,致黎东方"
LAT069-044,LAT069-054,李敖写的信,校对轮,已校对,写作,知识人遣词要能交通,你说：“……同样一个观念可有许多不同的表达方式，为了达成目的，方法是须要考究的，这方面我比较赞同殷海光先生和李声庭先生的遣词技巧。”对你的意见，我的看法稍有不同。我觉得中国知识人的最大通病，就在于他们的文章只能给某一阶层的人读，结果常常是学究对学究，酸夫子对酸夫子，教授对教授。在相类的阶层以外，常常是“不能交通”，或影响力极弱。这种恶果，主要的原因是中国知识人的“遣词技巧”太差劲，他们不脱书袋气，所以总是匠味十足！,047.知识人怎样影响群众？.txt,5,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/047.知识人怎样影响群众？.txt,"写作,知识人遣词要能交通,知识人怎样影响群众"
LAT069-045,LAT069-055,李敖写的信,校对轮,已校对,写作,影响群众先写好文章,我的基本看法是：中国知识人如果真想影响群众——广大的群众，必需先从“写一手好文章”开始，否则的话，他们只能在一个小天地里互相吹捧陶醉，只能博妻孥弟子之一粲，对广大群众的真正推动，恐怕还很遥远！——妻孥弟子的声节，并不就是广大群众的赞赏啊！,047.知识人怎样影响群众？.txt,6,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/047.知识人怎样影响群众？.txt,"写作,影响群众先写好文章,知识人怎样影响群众"
LAT069-046,LAT069-056,李敖写的信,校对轮,已校对,方法,表达方式须抓住群众,你说：“同样一个观念可有许多不同的表达方式”，这似乎是对的，但是——讚源兄，让我不谦虚地说——我实在不知道还有比我李敖更能“抓住群众”的方式，我甚至要套法国写实派的格言，只相信有“并且只有”一种方式。对群众心理的了解（尤其是他们的变化与冷暖），我自信比学院派的朋友们老练得多——尤其是曾和国民党合作过，同搞文化宣传的朋友们。这也就是你们所说的：“李敖这人最聪明，他早就看准了！”我这种自命不凡的劲儿，你该不会笑我罢？,047.知识人怎样影响群众？.txt,7,《大李敖全集6.0》分章节/008.书信函件类/012.李敖写的信/047.知识人怎样影响群众？.txt,"方法,表达方式须抓住群众,知识人怎样影响群众"
