id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords
LAT001-011,李敖自传与回忆,校对轮,已校对,政治,党国外爱国者的困境,爸爸的故事画出了一幅谑画，就是，做为一个国民党统治下的中国人，不爱国当然不对，但是爱国不爱在嘴上，而要言行合一，可不是好玩的。——要爱国，必须得跟着国民党永远在一起才行，你要单独去爱，不论你多少功劳，结果不用“汉奸”办你，就是党恩浩荡了；不被用“汉奸”办你，就是祖上积德了。爸爸的一生，痛苦的得到这一教训，永矢弗谖。因此，在日本走了、共产党来了的时候，他学乖了，他知道这回一定得抓住国民党、跟国民党永不分离才成，再被国民党所弃、再做国民党的“弃民”，国民党再回来，他一定又是“汉奸”了。于是，他决心抢登巴士，先期逃难，追随国民党到天涯、到海角，再也不分离。最后，天外有天、海外有海，他跟到了台湾，就这样的，我们全家到了台湾。那时我十四岁，无决定之权，一切爸爸决定。爸爸来台湾的目的，的确没别人那么雄壮，一切救国救民反共抗俄的大道理，他全都跟不上，他来台湾，原因只是怕国民党又说他是“汉奸”而已。做“汉奸”，他做怕了；国民党不再说他是“汉奸”，他就民众永远与国民党在一起了！爸爸的故事是国民党统治下一个党外人士爱国者的故事，它凄婉动人、它含冤难诉，在爸爸死后二十八年，我终于查明真相，并有能力公布真相，为公理招魂、向国民党抗议。我觉得我一生的工作中，这件工作，是最令我国仇家恨的了！,001.李敖自传.txt,182,《大李敖全集6.0》分章节/001.自传回忆类/001.李敖自传与回忆/001.李敖自传.txt,"爱国,国民党,汉奸"
LAT001-012,李敖自传与回忆,校对轮,已校对,文化,交友重古典忠义,沈二爷没受过什么教育，他看的只是一部书——《呻吟语》。《呻吟语》的作者是吕坤（1536-1618），字叔简，号新吾，河南宁陵人，是明朝进士，做到山西巡抚等高官。吕坤关心世道人心，他认为“人心者，国家之命脉也”。他在1616年八十一岁时刊行这部写了三十年的稿本，就是正人心的一部平实有力的书籍。“呻吟语”的意思是“病时疾痛语也”。他认为人的身心常在病中，他自己“三十年来，所志呻吟语，凡若干卷，携以自药”。临死前两年才把这部切身修业的著作，公之于世。《呻吟语》全书分六卷，包括性命、存心、伦理、谈道、修身、问学、应务、养生、天地、世运、圣贤、品藻、治道、人情、物理、广喻、词章十七部分。这书在吕坤生前印的，只是两卷的摘要本，叫《呻吟语摘》；他死后印的，多是六卷的全本，共有两千零七十三条，可算集修养的大成。吕坤很得人佩服，明朝的吏部尚书孙丕扬，以八十老翁，“甘坐失举之罪”，保荐他做刑部尚书。在他死后，明熹宗追赠他做刑部尚书。清朝道光皇帝甚至把他从祀在孔庙里。在旧道德的修养上，吕坤的成绩的确可为典范。沈二爷的立身行事，使我注意到《呻吟语》、使我对许多传统人格的形成过程，发生了兴趣。《呻吟语》是中国正人君子的教科书，在沈二爷身上，我看到了正人君子的一个典范。沈二爷使我对朋友之道，变得甚为古典，我变得喜欢交够朋友的朋友，这些朋友都是旧式的。我对工业社会里的朋友之道一概不欣赏，我觉得那种友情现实、速成，而易消，因此我的朋友不多，我很挑剔。但成为我的朋友的，我就忠心耿耿，他们对我，也是一样。,001.李敖自传.txt,188,《大李敖全集6.0》分章节/001.自传回忆类/001.李敖自传与回忆/001.李敖自传.txt,"朋友,旧道德,人格"
LAT001-013,李敖自传与回忆,校对轮,已校对,知识,教育者不要伤害孩子,有一次，我在校门口向一位男老师敬礼，一边敬礼一边大喊老师早，男老师那天大概有什么毛病，忽然当面斥责了我，我大为伤心，回家大哭。五叔查出那男老师原来是他学生，跑去骂了他一顿。这件事我四十多年后还能记忆，我相信办教育的人对小孩子的态度，真不可不小心。小孩子是最容易受伤害的。,001.李敖自传.txt,223,《大李敖全集6.0》分章节/001.自传回忆类/001.李敖自传与回忆/001.李敖自传.txt,"教育,儿童,伤害"
LAT001-014,李敖自传与回忆,校对轮,已校对,政治,共存亡誓言的信用破产,国民党趁抗战胜利的威风之一，是所谓北平市教育局局长王季高来视察，全校学生都恭迎如仪，不在话下。这位局长大人，在共产党进入北平前夜，曾先开溜。原来北平被围城前，国民党在北平的头子傅作义，宣称“誓与北平共存亡”，为了表示“共存亡”的决心，上上下下，谁都不许走、不许开小差、不许逃难，同时在北平城内加做市内机场等，决心表演得煞有介事。可是王季高洞烛机先，看到所谓“誓与北平共存亡”是鬼话，于是，自己就先逃难到南京了。王季高一走，傅作义大怒，致电中央，请将王季高截回。但是还没截回，傅作义就投降了。国民党在大陆，经常表演“共存亡”的把戏，可是真正相信它的，就来不及跑出来了。后来到台湾的衮衮诸公，都是当年绝对不相信自己发誓“共存亡”的一群人，唯独不自信，故能失信，悲夫！,001.李敖自传.txt,253,《大李敖全集6.0》分章节/001.自传回忆类/001.李敖自传与回忆/001.李敖自传.txt,"国民党,信用,逃难"
LAT001-015,李敖自传与回忆,校对轮,已校对,政治,金圆券与以纸易金,一九四八年五月三十一日，王云五做了《中华民国宪法》后的第一届行政院财政部长。8月19日，突然公布了“财政经济紧急处分令”，发行了“金圆券”，规定金圆券一元，折合旧法币300万元。相当美金0.25元，同时限期收兑金、银、法币。老百姓不准私存黄金，抓到了要要命，于是全国黄金，尽入公有。中国老百姓真好欺负，1935年，实行法币那一次，首先领教了蒋介石政府的厉害。抗战以后，蒋介石政府不能保护人民，老百姓沦为敌伪遗民，日本鬼子为贬低币值，将法币兑换日本军用票或伪钞，兑换率从军用票1比法币2.1，滚成1比10.4，最后禁用法币，全用伪钞。不料抗战胜利后，蒋介石政府又将伪钞以伪钞200比法币1的显然不公道的兑换率，回吃老百姓一口。到了金圆券1元比法币300万元出现，前后几年，老百姓的私有积蓄全给一一兑光。金圆券最初发行的四十天内，蒋介石政府以纸易金，兑换到黄金美钞逾三亿美金，这是全国老百姓多年战乱的最后劫余，等于大家掏空腰包，都爱国了。,002.从上海到海上.txt,13,《大李敖全集6.0》分章节/001.自传回忆类/001.李敖自传与回忆/002.从上海到海上.txt,"金圆券,财政,民心"
LAT001-016,李敖自传与回忆,校对轮,已校对,政治,安定台湾与丢掉大陆民心,从货币学观点看，金圆券的发行，根本是违背金融基本原理的。政府在根本没有现金银准备金的情况下，大事发行，是典型的卖空；收兑黄金美钞，又是典型的买空。买空卖空于先，自然出尔反尔于后。最后中央银行库存的黄金，以“取之于民，用之于民，用作戡乱，以慰民望”的大道理，抢运到台湾，做为新台币发行的准备金了。国民党说这些黄金安定了台湾人事，但却不说这些黄金丢掉了大陆民心，真会说话啊！,002.从上海到海上.txt,17,《大李敖全集6.0》分章节/001.自传回忆类/001.李敖自传与回忆/002.从上海到海上.txt,"金圆券,新台币,民心"
LAT001-017,李敖自传与回忆,校对轮,已校对,法权,法律只睁一只眼,可是最大的例外还不是这些。一个有地位有势力的人，倘使要做银圆生意，尽可坐在自己的公馆里，大做特做。这虽然不是法令所允许的，却是现社会所允许的。因为现社会的法律，只睁着一只眼睛，专看着小人物。至于另外一只眼睛，本来应当盯住大人物的，却早已闭起，装做瞎子了。,002.从上海到海上.txt,56,《大李敖全集6.0》分章节/001.自传回忆类/001.李敖自传与回忆/002.从上海到海上.txt,"法律,权势,银圆"
LAT001-018,李敖自传与回忆,校对轮,已校对,方法,中国之弱在思想学术,严复生在1853年，字又陵，也字几道，福建“侯官”（福州）人。他少年时候，学的是中国老东西。十四岁考入福建马江学堂学海军，二十三岁在英国留学四年，二十七岁做天津水师学堂总教习（教务长）。四十一岁中日甲午战败，他感于中国之弱，根本在思想学术上就不行，于是发奋译介西方思潮，并发表《论世变之亟》《原强》《救亡决论》《辟韩》等文章，为西化与维新打下理论基础。,003.我最难忘的一位老师.txt,7,《大李敖全集6.0》分章节/001.自传回忆类/001.李敖自传与回忆/003.我最难忘的一位老师.txt,"严复,西化,思想学术"
LAT001-019,李敖自传与回忆,校对轮,已校对,方法,天演论的救亡刺激,《天演论》出版之后，不上几年，便风行到全国，竟做了中学生的读物了。读这书的人，很少能了解赫胥黎在科学史和思想史上的贡献。他们能了解的只是那“优胜劣败”的公式在国际政治上的意义。在中国屡次战败之后，在庚子辛丑大耻辱之后，这个“优胜劣败，适者生存”的公式确是一种当头棒喝，给了无数人一种绝大的刺激。几年之中，这种思想像野火一样，延烧着许多少年的心和血。“天演”“物竞”“淘汰”“天择”等等术语，都渐渐成了报纸文章的熟语，渐渐成了一班爱国志士的“口头禅”。还有许多人爱用这种名词做自己或儿女的名字。陈炯明不是号竞存吗？我有两个同学，一个叫做孙竞存，一个叫做梅天择。我自己的名字也是这种风气底下的纪念品。我在学堂里的名字是胡洪骍。有一天的早晨，我请我二哥代我想一个表字，二哥一面洗脸，一面说：“就用‘物竞天择，适者生存’的‘适’字，好不好？”我很高兴……,003.我最难忘的一位老师.txt,12,《大李敖全集6.0》分章节/001.自传回忆类/001.李敖自传与回忆/003.我最难忘的一位老师.txt,"天演论,思想,救亡"
LAT001-020,李敖自传与回忆,校对轮,已校对,人格,人格导师严侨,这时我在思想上，受了胡适、殷海光的影响，已经十足是一个成熟的自由主义者，在我思想成长的过程中，严侨虽然对我已是“过去式”，但他的伟大人格、他的声容笑貌、他的热情犀利、他的悲惨人生，却对我永远是“现在式”，他是我人格上的导师，我庆幸在我一生中，能够亲炙到这么一位狂飙运动下的悲剧人物，使我在人格形成中，得以有那种大陆型的脉博、那种左翼式的狂热、那种宗教性的情怀与牺牲。在这些方面，严侨都给了活生生的身教，也许严侨本人并不那么丰富、那么全面、那么完整，但对“少年十五二十时”的李敖而言，无疑的都成为我的导师。最后，虽然导师自己倒下去了，但他的学生还在前进——他的学生没有倒！,003.我最难忘的一位老师.txt,54,《大李敖全集6.0》分章节/001.自传回忆类/001.李敖自传与回忆/003.我最难忘的一位老师.txt,"严侨,人格,自由主义"
LAT001-021,李敖自传与回忆,校对轮,已校对,知识,考试之外自由读书,到了历史系，我真的安定下来。除了每学期终了要硬着头皮敷衍一阵考试外，其他时间，我就乐得自由自在自己读书，或是跟一些好朋友游山、玩水、喝酒、吵架、深更半夜坐在校园草地上，直谈到天明。,003.我最难忘的一位老师.txt,58,《大李敖全集6.0》分章节/001.自传回忆类/001.李敖自传与回忆/003.我最难忘的一位老师.txt,"台大,读书,自由"
LAT001-022,李敖自传与回忆,校对轮,已校对,人格,军队与民间经验锻造悍气,历史系毕业后，我开始做预备军官。一年半的军队生活更凝固了我个人的思想与悍气，我在野战部队中吃过一般预备军官不太容易吃到的苦，可是我很坚强。快退伍的时候，姚从吾老师正好做国家长期发展科学委员会的研究讲座教授，问我愿不愿意给他做助理研究人员，我那时正愁走投无路，当然表示愿意。1961年2月6日，我坐上回程的军舰，九天以后，又回到了台大。,003.我最难忘的一位老师.txt,59,《大李敖全集6.0》分章节/001.自传回忆类/001.李敖自传与回忆/003.我最难忘的一位老师.txt,"军队,民间,悍气"
LAT001-023,李敖自传与回忆,校对轮,已校对,方法,胡适自由主义与新境界,我在10月10日回信给胡适，表示我对他的感谢。信中细述了“李敖先生”的一些身世，其中包括我跟严侨的关系，和在严侨被捕后、死去后，我如何受到胡适自由主义的影响，因而在思想上得到新的境界。这封信写得很长、有五千字，写得很动人。我听说胡适收到信后，深受感动。他拿给几个人看，其中真巧，在10月28日叶明勋、华严夫妇去南港看他的时候，他把信又拿出来，因而从这对夫妇口中。得知了一个惊人的大消息——严侨并没有死，他还在世，不但在世，并且已经出狱了！,003.我最难忘的一位老师.txt,79,《大李敖全集6.0》分章节/001.自传回忆类/001.李敖自传与回忆/003.我最难忘的一位老师.txt,"胡适,自由主义,严侨"
LAT001-024,李敖自传与回忆,校对轮,已校对,人格,传统与群众面前的吾往矣,那是我生平最得意的一次经验，是我独自一人在传统与群众面前表现“吾往矣”的勇敢，如果你要找寻一个《我对于丧礼的改革》那篇文章的试验人，你一定无法阻止我的自荐。但是当我反抗我的长辈们逼我磕头的时候，在我脑袋里打转的还不是那篇文章而是那首诗——《礼》！,003.我最难忘的一位老师.txt,229,《大李敖全集6.0》分章节/001.自传回忆类/001.李敖自传与回忆/003.我最难忘的一位老师.txt,"传统,勇敢,丧礼"
LAT001-025,李敖自传与回忆,校对轮,已校对,方法,反对乱骂乱捧胡适,对别人的误会我很难解释，他们不晓得我“宣传”胡适思想是因为我在右派左派国粹派中有过很长一段的矛盾，他们不晓得我对胡适之有着一种莫可名状的感情，这种感情使我不能容忍别人乱骂你或乱捧你，因此我很费力地写了一阵子文章，希望人们看看胡适的真面目，虽然我那一阵子的表现可能费力不讨好。,003.我最难忘的一位老师.txt,244,《大李敖全集6.0》分章节/001.自传回忆类/001.李敖自传与回忆/003.我最难忘的一位老师.txt,"胡适,辩诬,思想"
LAT001-026,李敖自传与回忆,校对轮,已校对,人格,权威和群众底下做一个人,等我又大了几岁，对你的看法已很少“人身崇拜”的痕迹了，我觉得我比较能够更清楚的认识你、了解你，你有许多使我失望的地方，也有许多地方非常可爱，我觉得你有点老惫、虚荣心与派系观念好像多了一点，生龙活虎的劲儿不如当年了，对权威的攻击也不像以前那样犀利了。我这种感觉只是感觉而已，我把它们多少表示在我给你的信和诗里，我知道你不会介意的，我没有用看“太老师”的眼光来看你，我支持你，向别人为你辩诬，使我在军队中得到“思想游移，态度媚外”的记录（我想你不知道军队中有着很盛行的“枪毙雷震，赶走胡适”的革命理论，这种理论同时还有蔓延成“枪毙胡适”的趋势）。同时我也批评你，我不忌讳，如果我远远站在一旁，诚惶诚恐地“执弟子礼”，或是满纸“道席”、“钧鉴”，那未免太俗气。我喜欢你，为了你是一个“人”，有尊严、有味儿，我受你影响和期望自己的，也无非是在权威和群众底下努力做一个“人”，不出卖自己，不低三下四，我喜欢麝，为了它们在必要时会毁掉自己，为了换取不妥协。有一次我向殷海光开玩笑，我说：“殷先生，你在台大辛辛苦苦培养出来的几个自由主义者，一受军训，全都变成国民党了，据我所知，他们有几个还是自愿的。凭这一点，你应该佩服我。”,003.我最难忘的一位老师.txt,245,《大李敖全集6.0》分章节/001.自传回忆类/001.李敖自传与回忆/003.我最难忘的一位老师.txt,"人,权威,不出卖"
LAT001-027,李敖自传与回忆,校对轮,已校对,方法,不信权威也不信传统,我像不相信权威那样不相信传统，我是一个小人物，我不相信我能打倒什么，但是他们除非很费劲，否则也很难打倒我。我像一个王八，他们不理我，我可能冷不防咬他们几口，使他们气得血压高一高，如果他们勃然大怒操刀而来，那我就只好缩头不出，任他们花言巧语，我也是不妥协，我可能是一个最没出息的cynic，在青龙偃月之下，自信不能做文文山或史可法，只好选择罗素的泄气论，不过套一句蒋总统的话即“不到最后毁灭关头绝不轻言屈服”，这一点总可得“最佳勇气奖”。好在我对自己目前的韧性还算满意，我从军队里走回来，还是无党无派无宗教，还可以很神气地写这封长信告诉你我还坚守我们的岗位，在你大博士的领导之下，一同长期发展，一同宣传自由主义，一同歌颂马维君的美丽。唯一不同的是你是头儿，我却不过是一个小得不能再小的小助理，想想“宁下勿高”的哲学，也许我比你还痛快。收到你限时寄来的一千元，开心之至，温源宁、朱文长他们都记述过你慷慨解囊的故事，今天我竟身受其惠。裤子既赎回，可说句大话，就是钱本是身之外物，你对人的体贴该考第一，你用你收下我送的书的事来“诱”我收下这钱，其实这是不能相提并论等量齐观的。钱是可爱的，可是我若收了，我不能找理由说这是不“苟取”，老祖宗们鼓吹“一介不苟取”，何况一千元乎？所以在这件事上，我要坚守固有道德——不能收。你既然这么好心帮我一个大忙，那么就让我把它作为一项借款，用它救一下急，周转一下，缓一口气，我决定在明年3月12日还你，“你千万不要推辞”，这样办，又不过分贪财，又不过分狷介，又没有利息，又穿上裤子，真是再好没有了！,003.我最难忘的一位老师.txt,247,《大李敖全集6.0》分章节/001.自传回忆类/001.李敖自传与回忆/003.我最难忘的一位老师.txt,"权威,传统,不妥协"
LAT001-028,李敖自传与回忆,校对轮,已校对,方法,学术不足，还要经世与人权,这些日记表示的是：我显然不以“胡适——姚从吾”他们的水平为已足，也不以做学者、终老于史学学术研究为已足，我的目的是超越他们，是我经世致用、为人权战斗的方向。虽然做学者我也满在行，可是，这又怎么够呢？,005.“北土非吾愿，东林怀我师”.txt,53,《大李敖全集6.0》分章节/001.自传回忆类/001.李敖自传与回忆/005.“北土非吾愿，东林怀我师”.txt,"学术,经世致用,人权"
LAT001-029,李敖自传与回忆,校对轮,已校对,知识,大学不该制造不会用脑的人,我都在学院里生活，可是却对学院的空气感到十分不满，大学教育带给人们的不该是读死书、死读书甚至读书死，它应该真正培养出一些智能的才具，培养出一些有骨头、有判断力、有广博知识、同时又有影响力的知识分子。但是，事实上，大学教育在这方面可说是失败的。今天的大学生很少能独立思考、独立判断、特立独行。他们只会抄抄笔记、背背讲义，然后走进教堂或舞会，在教堂里，他们用膝盖；在舞会里，他们用脚跟，他们的神经系统已经下降，他们不会用脑筋！,005.“北土非吾愿，东林怀我师”.txt,115,《大李敖全集6.0》分章节/001.自传回忆类/001.李敖自传与回忆/005.“北土非吾愿，东林怀我师”.txt,"大学,知识分子,独立判断"
LAT001-030,李敖自传与回忆,校对轮,已校对,人格,独立为文，不靠后台,此一公案颇有连陶也被扯下水之势。他们总以为我写文章背后有人主使。他们过去以为是胡适、再是姚从吾、再是殷海光、再是吴相湘、再是陶希圣，真是好玩！□人猜人心理殊可怜恨。他们总以为一个年轻人不能独立为文，此实□人心理。殊不知我李敖独来独往，胡姚殷吴陶等人安能浼我哉！10月3日，我有日记如下：,005.“北土非吾愿，东林怀我师”.txt,288,《大李敖全集6.0》分章节/001.自传回忆类/001.李敖自传与回忆/005.“北土非吾愿，东林怀我师”.txt,"独立,写作,批评"
LAT001-031,李敖自传与回忆,校对轮,已校对,政治,不合作就斗倒,不过，有一点为陶希圣所不知的是，在他把我请走以后，国民党中有高于他的两派人马，曾经不同程度的秘密拉我合作。一派是陈诚，一派是蒋经国。先是陈诚约我长谈，我谢绝合作；后来是李焕请我吃饭，安排与蒋经国见面，我也谢绝了。这都是1964年的事。我知道我这种“不识抬举”要冒什么险，但我就是不要同国民党合作。陈诚在1965年死去，这一年《文星》被封，并遭到胡秋原等人以外，情治背景的国民党的加入批斗。其中最明显的一人，就是现正与林正杰打得火热的侯立朝。今年5月25日，林正杰的《前进》上透露，侯立朝告诉他们，“他曾是‘蒋经国的打手’，说他当年亲奉蒋经国之命，对文星集团开火。”我真“感谢”林正杰现在背离党外，大力批我，由于这种串连国民党情治人员批李敖的联合作业，我才得知了这么奇妙的真相。——国民党巨头真是深通李敖者，不合作，就斗倒，李敖是绝不能放过的！,005.“北土非吾愿，东林怀我师”.txt,407,《大李敖全集6.0》分章节/001.自传回忆类/001.李敖自传与回忆/005.“北土非吾愿，东林怀我师”.txt,"不合作,国民党,文星"
LAT001-032,李敖自传与回忆,校对轮,已校对,写作,思想传播需要经济基础,我感到“行有余力则以学文”那句老话真是不错，而我们中国的知识分子几千年来受了“轻商主义”的毒，都不重视“钱财的力量”，不知道庞大的财力对文化思想的贡献，我深觉思想的传布有赖于经济的基础，孔丘之学的畅行，富商子贡的功劳实在很大；又如法国伏尔泰之多财善理财，于其生活之安静与学说之广被实在有不少助力，因此我主张我们真不妨做“文化商人”。（台北文星书店及敦煌书店的主持人即此类者，他们比普通书店的老板们高明多了。）,006.提升文星的一个回忆.txt,3,《大李敖全集6.0》分章节/001.自传回忆类/001.李敖自传与回忆/006.提升文星的一个回忆.txt,"文化商人,思想传播,经济"
LAT001-033,李敖自传与回忆,校对轮,已校对,写作,少一点商业，多一点文化,这封信所构想的“文化商人”，我们那些穷大学生是没能力做的，因为我们都没有有钱的老子可以资助。所以，最后我们所能做的，是提升别的“文化商人”，使他们少一点商业，多一点文化。,006.提升文星的一个回忆.txt,4,《大李敖全集6.0》分章节/001.自传回忆类/001.李敖自传与回忆/006.提升文星的一个回忆.txt,"文化商人,文化,商业"
