id,source_id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords
LAT081-011,LAT081-012,李敖笑傲江湖,校对轮,已校对,文化,出家人并非欲望最少,可是我再把话题又转回来，真正不了解生死的问题，是佛教徒。我讲这话讲得非常的刻薄，可是事实的确如此。我常常跟别人讲，我们以为和尚是一个看破红尘的人，是欲望最少的，其实是绝对的错误。和尚是人类里面，欲望最多的人，欲望最强的人，强到什么程度呢？他为了他的来生，为了他的永生，为了希望他可以成佛，为了他有一个西方的极乐世界，他牺牲了这一辈子，牺牲了快乐、今生的欲望、今生的情欲、今生的家庭，他出家了，他为了来生。所以在所有的欲望里面，欲望最强的，就是和尚，和尚的欲望是最强的。他牺牲这一辈子，为了下一辈子。过去共产党也好，国民党也罢，他们给我们一个思想就是，尤其是共产党，他们说：牺牲我们这一代，为了下一代，我们这一代不论怎么样吃苦，为下一代造一个天堂出来。现在我们知道这种思想是很伟大的，可是基本上是错误的。第一个，我们每一个人都活一辈子，只活一次，为什么要牺牲我们这一代，为了下一代？我们个人也很重要啊。第二个，牺牲我们这一代以后，我们替下一代做一个设计，能不能做一个好的设计呢？这个设计可能是错误的，结果是牺牲了下一代，对我们也没有好处。我们现在讲到了，这种问题呢，不是我们一厢情愿所能解决的。这种事情，下一代的问题要留给下一代来解决。台独的问题就是，我们觉得我们要谈台湾独立，我们没有资格谈，我们留给下一代去谈才好。,012.死得好.txt,17,《大李敖全集6.0》分章节/010.节目演讲类/001.李敖笑傲江湖/012.死得好.txt,"文化,出家人并非欲望最少,死得好"
LAT081-012,LAT081-013,李敖笑傲江湖,校对轮,已校对,知识,语言称谓也能改变制度关系,现在英国我们可以看到，英国虽然是帝国，可是真正的权力在英国首相里面。所以英国的首相有权力，英国的民主政治跟英国的内阁制有关系。英国的内阁制是首相的原因，可是这个首相把皇帝的权力抢走了，抢走的原因就跟乔治第一他不会英文有密切的关系。所以由于他不会英文，阴错阳差，促进了英国首相权力坐大，促成了英国的民主政治。这乔治第一他很有趣，他晚年死的时候，他又到欧洲去玩，玩回到他的故乡，就回到他以前出生的房间，他突然死了，就死在生他的那床张上面。所以这个乔治第一是非常有趣的一个人，乔治第一这故事我曾经在警备总部表演过。当年我为了帮助彭明敏偷渡，当然还有其它罪名。譬如说我写文章、文星杂志得罪了我们的大有为的政府，这政府把我抓起来。抓起来之后，因为彭明敏在海外咬我，说我是台独分子，等于泄露我是台独分子，事实上我不是啊。然后警备总部也很高兴，居然是彭明敏这些人，还有上次上我节目的谢聪敏，他们师徒二人就咬我。既然咬你是台独分子，我们警备总部也欢迎你李敖是台独分子，这话怎么说呢？这个故事就是说，外面人咬你，说你是，台独分子觉得，你看台独不是只有台湾人搞的喔，外省人也加入喔！外省人也不是什么三轮车夫搞的，是有头有脸的大作家李敖参加的，等于增加了台独的势力、声势。那警备总部也希望李敖参加台独，为什么呢？变成一个大的案子，这个案子李敖参加变大了，大了以后怎么样啊？他们奖金就领得多，破获大的案子，奖金就领得多。,013.不会讲台语.txt,7,《大李敖全集6.0》分章节/010.节目演讲类/001.李敖笑傲江湖/013.不会讲台语.txt,"知识,语言称谓也能改变制度关系,不会讲台语"
LAT081-013,LAT081-014,李敖笑傲江湖,校对轮,已校对,人格,挫折后要准备第二次战斗,遇到挫折不是唉声叹气，也不是怨天尤人，也不是怪罪谁，而是开始擦枪，准备第二次的战斗。在这些革命党里面，我告诉各位只有孙中山有这个气魄。你看看他们革命党记的，讲经过失败了以后，有的人去喝酒，有的人念诗，有的人去找妓女，可是孙中山还继续看书。孙中山有这个气魄，没完，准备下一次。所以大将军吴汉有这个“差强人意”。现在我们就看到了，这三组总统落选人。彭明敏他预备搞他的基金会，我认为他没有前途了，基金会以后钱都搞不到了。台湾，为什么呢？我讲过，台湾现实是很无情的，你彭明敏垮掉了，以后捐钱都不捐给你了。林洋港还讲了这种，不否认他还会起来，可是我认为林洋港已经没有希望了。他这个人没有锐气了，没有这个气势了，他没有了。并且他的判断力也不好，我举个例子，投票以前他还讲：如果他当选了以后，他要重新回到国民党。这什么话啊，什么话啊？新党这样捧你，你当选以后要宣布加入新党啊，这才是人话啊！你怎么说你还要加入国民党啊！我觉得这是头脑有问题了。那陈履安呢，就要开始走他的佛教徒路线了。我想他有他的目的了。我们看他们是不是差强人意，跟他们今天的表现有关系。就政治人物啊，强硬，这个韧性，是非常重要的，我们也要拭目以待。,014.玩假的.txt,15,《大李敖全集6.0》分章节/010.节目演讲类/001.李敖笑傲江湖/014.玩假的.txt,"人格,挫折后要准备第二次战斗,玩假的"
LAT081-014,LAT081-015,李敖笑傲江湖,校对轮,已校对,文化,知识教育之外还要人格教育,所以我说呢，我们不但是知识教育发生了问题，我们的人格教育也发生了问题。请大家看看，你看到了没有，不但是台湾大学，中兴大学，看到没有，中兴大学“77周年校庆，场面盛大隆重，兴大表扬徐立德等杰出校友”。为什么呢？为什么呢？所以我说，“台湾大学马屁精，校长陈维昭”，“中兴大学马屁精，校长黄东熊”。他们眼里面只有政治人物，行政院副院长啊，他们不会表扬一些，其它对社会有贡献的校友。你看到没有，台湾大学51周年校庆，“连学长”连战，“方学姐”方瑀，被连战打来打去的这个白痴姓的老婆，在“椰林大道沸腾”，看到没有？连战，方瑀，不要脸的台大校长陈维昭。陈维昭干什么呢？哦！原来大学校庆你只会请这种国民党的官僚来，请来跟在屁股后面拍马屁啊！你们大学是这样子去办的，你们大学校长是这样子没有身价的。比起五四时代的蔡元培这些校长来，你们是什么东西啊！,015.书呆子也谈什么教育改革.txt,22,《大李敖全集6.0》分章节/010.节目演讲类/001.李敖笑傲江湖/015.书呆子也谈什么教育改革.txt,"文化,知识教育之外还要人格教育,书呆子也谈什么教育改革"
LAT081-015,LAT081-016,李敖笑傲江湖,校对轮,已校对,法权,法官心态仍残留威权,可是现在我们可以看到，这样的处理方法是一个心态的作祟。什么心态呢？就是威权统治时代，蒋介石、蒋经国威权统治时代，专制政府时代的法官的心态。什么心态呢？就是我按照法律，按照宪法，你法官可以依照法律独立判决不受政府干涉。可是法官心里面毛毛的，为什么毛毛的呢？因为政府在干涉，直到今天那个丑八怪许水德还说，法院是国民党的，记不记得，前一阵子还在说。因为国民党的这些法院的行政人员，他们可以上下其手给你法官做很多方法的控制。好比说，我把你调差，你在台中的把你调到花莲，在台北的把你调到台中。请注意，他们可以做很多手脚，所以法官还是怕他们。可是当我们知道真正的解严的时候，我们知道政治解严了，可是思想还没有解严。我们以为解严了，没有解严。像警备总部一样，警备总部控制言论自由，他控制了以后，很多那些胆小的文人，他也自己心里有尺度，他也不敢写。换句话说，警备总部结束以后，这些戒严心态，这个胆小文人的心里并没有结束。所以呢，在心里还在戒严，并没有解严。所以法院也这样子，这政治上解严以后，司法上并没有解严。很多法官心态还是不知不觉的看了政府还怕，不愿意得罪政府。宁愿委屈老百姓而不愿意得罪政府，这个就是权威时代的心态的作祟。,016.法官怕什么？.txt,17,《大李敖全集6.0》分章节/010.节目演讲类/001.李敖笑傲江湖/016.法官怕什么？.txt,"法权,法官心态仍残留威权,法官怕什么"
LAT081-016,LAT081-017,李敖笑傲江湖,校对轮,已校对,写作,逃避现实的文章不足取,当然啦，我们不能说陈之藩绝对的是他的错误。可是这种文体，这样逃避现实，是我李敖所不赞成的。我们现在试看一封他在1965年8月11号写给我的信，他说：“敖兄”，这篇信，“人生无几”，人生很短。“把精力花在不值得花的地方是一种罪恶的浪费”，我很感谢陈之藩，这写陈之藩敬上，8月11号。他对我的勉励，可是我认为如果我们真的要面对现实，真的要面对人间的疾苦，真的要面对在你吃鸡蛋的时候，五岁、六岁小孩子小男孩等着要抢你的鸡蛋壳来吃的时候。这个时候你发现，你不得不战斗，不得不攻击，不得不打倒这些坏的政府，这些黑暗的政治，这些残酷的人间现象。这个时候，你无法在春风里做这个事情，你无法在蔚蓝的天空里做这个事情，你必须下海面对这个事情。可是呢，我觉得陈之藩没有面对。,017.你所不知道的陈之藩.txt,13,《大李敖全集6.0》分章节/010.节目演讲类/001.李敖笑傲江湖/017.你所不知道的陈之藩.txt,"写作,逃避现实的文章不足取,你所不知道的陈之藩"
LAT081-017,LAT081-018,李敖笑傲江湖,校对轮,已校对,法权,言论自由要一案一案争取,李敖：可是尤其你这个案子最大的一个收获，我认为就是它证明了新闻自由、言论自由不是什么天赋人权，而是一个一个案子加又一个案子的正面争取来的，每一个案子我们不断的争取来的。我个人这种经验太丰富了，就是每个案子对住了，大家争，把这闹个一清二楚，把这个真相整个挖出来。我记得美国以前有个专栏作家叫皮尔逊，他也是有名的，那时候杜鲁门都骂他是SOB，那样骂他的。所以麦卡锡参议员用膝盖去顶他，每个人都恨他。原因就是他是一个跟华盛顿这些高官们整天过不去的，他也发生过这种诽谤案子，打官司打个不停。可是他每个案子都这样打来打去，我记得有一次他简直快打败了，就是他讲麦克阿瑟将军，结果他就找到了麦克阿瑟写给他情妇的六封情书，他把它租来谈判。就是你再告我，我就公布这个情书。结果麦克阿瑟没办法就撤回了。所以你们还要掌握一些情书才行。,018.言论自由.txt,26,《大李敖全集6.0》分章节/010.节目演讲类/001.李敖笑傲江湖/018.言论自由.txt,"法权,言论自由要一案一案争取,言论自由"
LAT081-018,LAT081-021,李敖笑傲江湖,校对轮,已校对,政治,党报失效暴露宣传破产,现在我们认为《中央日报》已经完全这个有问题了。那现在怎么办呢？证明了李登辉所要求的《中央日报》、所赞美的《中央日报》，事实上已经阳痿不举了、硬不起来了。他这种种的手段、种种的广告来维持它的存在，可是他能不能拖下去还是有问题的，证明了国民党在搞宣传上面已经一败涂地了。《中央日报》是国民党的党报，要宣传那个站得起来的，现在在宣传上面已经败得一败涂地了。当然它比那个什么《青年日报》还好。《青年日报》、《青年战士报》，那国民党的军方的报纸，那更糟糕。为什么有军方的报纸呢？跟共产党学啊！共产党有《人民日报》是党报，《中央日报》就跟共产党学。共产党有《解放军报》是军报，军方的报纸，那么国民党有《青年日报》、《青年战士报》跟共产党的军方来学。所以有一次这个许历农将军、许历农上将、许老爹到我家来看我，我还跟他笑，我说听说你过去做国防部总政治部主任的时候，《青年日报》的很多社论都是你写的、你修改的，有没有这个事情啊？许老爹说有这个事情，他说我就很用心的去帮着这个我们政府来搞宣传。我当时就笑这个许老爹、挖苦许老爹，我说你们搞什么宣传呢？你们写文章写不过我们，你们的宣传一定是搞不过的，没有希望的。许老爹苦笑。,021.扯烂污的中央日报.txt,14,《大李敖全集6.0》分章节/010.节目演讲类/001.李敖笑傲江湖/021.扯烂污的中央日报.txt,"政治,党报失效暴露宣传破产,扯烂污的中央日报"
LAT081-019,LAT081-022,李敖笑傲江湖,校对轮,已校对,政治,个案话术会遮蔽制度责任,今天我谈话的主题还是锁定在504的这个游行事件上面，因为这是最新的新闻事件，我也愿意在我的节目里面配合一下。首先在白冰冰的女儿出事以后，各方批评国民党的混蛋总统李登辉的时候，李登辉就讲了一句话，他说我们不要泛政治，什么事情都解释政治性的，不要泛政治来谈这个问题。李登辉讲了这话以后，国民党的中央党部、国民党的副总统兼行政院长也都大同小异的从这个角度来谈，就劝告大家一个绑票事件是个单纯的事件，是个个案，就如李登辉的这个女儿所说的个案、不相干的，不要把它政治化。可是经过统计以后我们才发现台湾每两天半就发生一个绑票案。请问每两天半就出现一个这样子案子，这是个案吗？这变成简直这个通案了，常常发生的问题，这里面还不包括两天半的统计，还不包括那个私了的、警察不知道的，这警察知道每两天半就发生一件绑票案子，当然不是个案。,022.五〇四大游行.txt,3,《大李敖全集6.0》分章节/010.节目演讲类/001.李敖笑傲江湖/022.五〇四大游行.txt,"政治,个案话术会遮蔽制度责任,五〇四大游行"
LAT081-020,LAT081-023,李敖笑傲江湖,校对轮,已校对,文化,政治解严后还会有思想戒严,我们在台湾有一个最长的、最严格的、最残酷的一个法律，过去一直笼罩在台湾，这个法律叫做戒严法。台湾经过三四十年的戒严以后，可以说是人类历史上最长的戒严时期。经过这三四十年的戒严以后，我们的思想也跟着戒严。戒严以后，到了戒严取消了以后，在解严以后，虽然政治上解严了，可是在我们思想上常常还是惯性的没有解开。我这个图表来表达，就政治戒严引起了我们思想戒严，政治解严了，可是思想难以解严。换句话说，经过三四十年的国民党 宣传跟政治压力底下的这个污染，我们很多人的思想还是戒严时期的思想，没办法的洗心革面，转不过弯来。,023.三种混蛋的人.txt,3,《大李敖全集6.0》分章节/010.节目演讲类/001.李敖笑傲江湖/023.三种混蛋的人.txt,"文化,政治解严后还会有思想戒严,三种混蛋的人"
LAT081-021,LAT081-024,李敖笑傲江湖,校对轮,已校对,政治,务实外交买不到尊严,我们以为李登辉这些混蛋们，他们搞务实外交是成功的吗？他们以为说去了康奈尔，去了美国是成功的吗？我们姑不论去了康奈尔是不是得罪了中共，造成了紧张，这个姑且不论。我们请问到康奈尔怎么去的呢？大家看到没有？不准召外记者，不准发表政治性的谈话。你下了飞机到了康奈尔大学，鼓动了一批台湾的这些马屁精在校园附近欢迎你的时候，看到图片，铁栏杆遮住的，你跟你的人民手都不能握，用铁栏杆隔开，这是欢迎吗？所以到了美国去，虽然他的肉体、他的躯壳到了美国，可是精神上是愉快的吗？除非不要脸的人，肉麻当有趣的人才会觉得愉快；除非是不要脸的人才会觉得这是尊严。事实上根本更证明了你们台湾的这些领导者是无耻的、是莫名其妙的、是脸皮厚的、是不晓得什么叫做容跟辱的。,024.金钱外交.txt,23,《大李敖全集6.0》分章节/010.节目演讲类/001.李敖笑傲江湖/024.金钱外交.txt,"政治,务实外交买不到尊严,金钱外交"
