id,source_id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords
LAT067-011,LAT067-021,坐牢家爸爸给女儿的八十封信,校对轮,已校对,方法,天才要靠用功冒出来,记得去年十一、十八爸爸信上跟你提到大发明家爱迪生吗？他说：“天才是百分之一的灵感，百分之九十九的流汗”。（Genius is one percent inspiration and ninety-nine percent perspiration.）这就是说，天才要靠用功才行，用了功，天才才能冒出来；不用功天才就埋没下去了。,021.为什么还叫别人是姥姥？.txt,4,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/021.为什么还叫别人是姥姥？.txt,"方法,天才要靠用功冒出来,为什么还叫别人是姥姥"
LAT067-012,LAT067-022,坐牢家爸爸给女儿的八十封信,校对轮,已校对,方法,反复阅读会慢慢懂,中文中有“见秋毫之末而不见舆薪”（看到一根小毛的尖但看不到一车木柴），也正是这意思。去年10月7日爸爸给你信中写的penny-wise and pound-foolish你还记得吗？也是这一类的意思，你要把那封信找出来看看。爸爸给你的信，你有的看不懂没关系，但你常常看，或在（四姑家）姐姐哥哥休息时向他们请教，就会慢慢全懂了。,022.苍蝇的老婆最多.txt,8,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/022.苍蝇的老婆最多.txt,"方法,反复阅读会慢慢懂,苍蝇的老婆最多"
LAT067-013,LAT067-023,坐牢家爸爸给女儿的八十封信,校对轮,已校对,文化,批评异俗先照见本土,这真是一个怪风俗，但比起中国人缠小脚来（to bind the feet，也叫foot binding，foot是单数，但并不是只缠一只脚），也不过是“班门弄斧”呢！这也可以说是“小巫见大巫”。,024.关于脖子的种种.txt,6,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/024.关于脖子的种种.txt,"文化,批评异俗先照见本土,关于脖子的种种"
LAT067-014,LAT067-024,坐牢家爸爸给女儿的八十封信,校对轮,已校对,知识,眼睛有时会上当,但是全靠亲眼看见，有时候也不一定可靠，因为眼睛有时候会上当。人在沙漠中常常看到“海市蜃楼”（mirage），也就是幻觉、错觉。,025.眼睛有时候会上当.txt,17,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/025.眼睛有时候会上当.txt,"知识,眼睛有时会上当,眼睛有时候会上当"
LAT067-015,LAT067-025,坐牢家爸爸给女儿的八十封信,校对轮,已校对,人格,亲热可能包藏背叛,由这个现象，变出来另一种意义，就是患难时候不可靠的家伙，就叫rat。这种人出卖别人，最可恶。跟这个字很近的一个字叫Judas（犹大），就是出卖他老师耶稣的。别人给犹大三十块钱（当时这数目可买一个奴隶slave），他后来很后悔，于是钱也不要了，吊死在树上，这树就叫“犹大树”（Judas tree，就是植物学上的“洋苏木”）。别人收买犹大，因为他们认不出谁是耶稣，犹大说你们看我吻谁谁就是，于是他给了耶稣一个kiss，这种吻，就叫“犹大之吻”（Judas kiss）。就是表面上很亲热，骨子里却有阴谋的吻。美国黑社会头子要干掉谁，有时候就来一个Judas kiss，所以谁都怕这种kiss。爸爸信上跟你谈过的天才王尔德，有诗写人总杀掉他心爱的东西，但,027.老鼠不信任一个洞.txt,18,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/027.老鼠不信任一个洞.txt,"人格,亲热可能包藏背叛,老鼠不信任一个洞"
LAT067-016,LAT067-027,坐牢家爸爸给女儿的八十封信,校对轮,已校对,人格,说谎者失去信用,"意思是她真病了呢，还是她只不过是发假警报？cry wolf就是give a false alarm。cry wolf too often以后，说真话也没人信了。This is the punishment of a liar：He is not believed, even when he speaks the truth.（说谎话的惩罚是：即使他说真话时候，人家也不信他。）中文有“江山易改，本性难移”的话，英文有“狼可能丢了它们的牙，但丢不了它们的本性”Wolves may lose their teeth, but not their nature.。",030.狼来了！狼来了！.txt,8,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/030.狼来了！狼来了！.txt,"人格,说谎者失去信用,狼来了狼来了"
LAT067-017,LAT067-029,坐牢家爸爸给女儿的八十封信,校对轮,已校对,方法,不要把所有蛋放一篮,Don't venture all your eggs in one basket.（别冒险把你所有的蛋放在一个篮子里。）,031.谁先完蛋？.txt,16,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/031.谁先完蛋？.txt,"方法,不要把所有蛋放一篮,谁先完蛋"
LAT067-018,LAT067-030,坐牢家爸爸给女儿的八十封信,校对轮,已校对,知识,性别决定来自父方染色体,答：子女中，若由父方得到Y染色体，便为男孩；若由父方得到X染色体，便为女孩，亦即子女的性别，是由父方所得的染色体X或Y来决定，故若儿媳连生女孩，婆婆应责怪她的儿子，不应该责怪儿媳。,031.谁先完蛋？.txt,29,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/031.谁先完蛋？.txt,"知识,性别决定来自父方染色体,谁先完蛋"
LAT067-019,LAT067-031,坐牢家爸爸给女儿的八十封信,校对轮,已校对,方法,不要打扰正在赢的团队,艾森豪威尔（IKE）当将军，打了胜仗。另一场仗本来要换别人来领导，但富兰克林·罗斯福总统怕打扰一群正在赢的队伍（dangerous to monkey with a winning team），所以还是让艾森豪威尔继续指挥了。,032.猴相.txt,16,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/032.猴相.txt,"方法,不要打扰正在赢的团队,猴相"
LAT067-020,LAT067-032,坐牢家爸爸给女儿的八十封信,校对轮,已校对,知识,灵芝并不神秘,中国人说的什么“灵芝”，其实就是一种硬一点的菌，一点都不神秘。“灵芝仙草”不但不能治病，搞不好，还要给毒死呢！,034.蘑菇个没完.txt,14,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/034.蘑菇个没完.txt,"知识,灵芝并不神秘,蘑菇个没完"
LAT067-021,LAT067-034,坐牢家爸爸给女儿的八十封信,校对轮,已校对,方法,死马骨头也能引来千里马,但在中国古代，有国王叫人去买千里马，结果马死了，那人却花了很多钱，买了马骨头回来，国王问那人什么意思？那人说，消息传出去，人家听说你国王这样爱马——爱得连马骨头都要买，天下的好马就都送来给你买了，在好马中，一定有千里马。可见在死马身上花钱，有时也不冤枉。,036.骑小马·回台湾.txt,17,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/036.骑小马·回台湾.txt,"方法,死马骨头也能引来千里马,骑小马·回台湾"
LAT067-022,LAT067-035,坐牢家爸爸给女儿的八十封信,校对轮,已校对,人格,随遇而安也要充实自己,看你和同学合照的相片，你也慢慢变成一个漂亮的大女孩了，妈妈来信也夸你懂事，爸爸很高兴。你年纪愈大，就会慢慢发现，任何地方都有它特殊的好处。在美国有许多在台湾没有的好处，在台湾也有许多在美国没有的好处，所以人要“随遇而安”，要在任何地方利用它特殊的好处来充实自己。你在台湾，有许多许多生活方式，其中有一些，可以特别指出的，像：,036.骑小马·回台湾.txt,26,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/036.骑小马·回台湾.txt,"人格,随遇而安也要充实自己,骑小马·回台湾"
LAT067-023,LAT067-036,坐牢家爸爸给女儿的八十封信,校对轮,已校对,方法,写信经修改才进步,三、每周跟美国的妈妈、表姐妹、同学写信，练习写，你写的信，最好先请老师改一改，这样进步更快。,036.骑小马·回台湾.txt,29,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/036.骑小马·回台湾.txt,"方法,写信经修改才进步,骑小马·回台湾"
LAT067-024,LAT067-037,坐牢家爸爸给女儿的八十封信,校对轮,已校对,方法,语言学习不可洋泾浜,Pigeon-English也叫Pidgin-English，就是洋泾浜英文，洋泾浜是上海附近的一个地方，最早跟英国人做生意的中国人，说英文说不好，自己用中文的意思造出不通的英文，就叫洋泾浜英文。比如说“人山人海”该是英文的huge crowds，但说成people-mountain-people-sea，就是笑话了，这就是洋泾浜英文。,037.鸽子·囮子·凯子.txt,12,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/037.鸽子·囮子·凯子.txt,"方法,语言学习不可洋泾浜,鸽子·囮子·凯子"
LAT067-025,LAT067-038,坐牢家爸爸给女儿的八十封信,校对轮,已校对,人格,自大以为太阳为他升起,英国19世纪一位女小说家George Eliot，曾描写一个人“他像个公鸡一样以为太阳升起是为了听他叫”（He was like a cock who thought the sun had risen to hear him crow.）。这是一句写自大像公鸡的一个好句子。,038.斗出自大来.txt,18,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/038.斗出自大来.txt,"人格,自大以为太阳为他升起,斗出自大来"
LAT067-026,LAT067-039,坐牢家爸爸给女儿的八十封信,校对轮,已校对,人格,承诺成山实行成丘,承诺的是山，做出来的是鼹鼠窝。这是表示人不守信用的意味，有中文“说大话，使小钱”的意味。人间有很多人是这样的人，老拿空话骗人。英文这类意味的有很多：,039.谁在瞎忙？.txt,12,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/039.谁在瞎忙？.txt,"人格,承诺成山实行成丘,谁在瞎忙"
LAT067-027,LAT067-041,坐牢家爸爸给女儿的八十封信,校对轮,已校对,方法,直言黑白不颠倒,意思就是“是什么就说什么”、“该叫什么就叫什么”、“老实说”、“直言无隐”、“不拐弯抹角的说”。英文还有,040.运动道德吗？.txt,6,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/040.运动道德吗？.txt,"方法,直言黑白不颠倒,运动道德吗"
LAT067-028,LAT067-042,坐牢家爸爸给女儿的八十封信,校对轮,已校对,方法,刻苦读书可补教育不足,林肯一辈子所受的教育不到一年，他家里太穷了，但他刻苦读书，最后能说出写出非常巧妙的英文（但他写的英文字，始终很蹩脚）。,043.林肯·栗子·笑.txt,4,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/043.林肯·栗子·笑.txt,"方法,刻苦读书可补教育不足,林肯·栗子·笑"
LAT067-029,LAT067-043,坐牢家爸爸给女儿的八十封信,校对轮,已校对,方法,身体检查是防患未然,你和姥姥9月27的信，2号收到。姥姥已同意到宏恩医院，做一次身体检查，年纪大了的人都该每年做这样的检查，这叫做“有备无患”“防患未然”。旧式的老人家不晓得例行检查的重要，总是自信没病或说什么小病不算病，结果因小失大，后悔也来不及了。姥姥不是旧式的老人家，她头脑很新派，这次检查以后，医生若要她服用一些保健药品，由你每天督促她吃，因为她可能忙忘了。你要切记做到爸爸这一嘱咐。并把你经常照顾姥姥的情形，写信告诉爸爸。,044.“浪费蜡烛去找针”.txt,3,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/044.“浪费蜡烛去找针”.txt,"方法,身体检查是防患未然,浪费蜡烛去找针"
LAT067-030,LAT067-045,坐牢家爸爸给女儿的八十封信,校对轮,已校对,法权,坐牢不能直接定罪,坐牢的原因很复杂，你还不能完全明白，有的人坐牢是因为做了坏事，但有的人坐牢并不是因为做了坏事，甚至有的人是被冤枉的，法律上有一种“冤狱赔偿法”，就是补救这种可能的。所以一个人坐了牢，我们不可以立刻断定他是坏人做了坏事，一定要经过许多时间才能证明（当然有的是很显明的坏人做坏事，比如吸鸦片烟啦、海盗啦，证明起来很容易）。法国的德雷福斯（Dreyfus）冤狱花了十二年的时间才证明清白。,045.坐牢的名人.txt,4,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/045.坐牢的名人.txt,"法权,坐牢不能直接定罪,坐牢的名人"
LAT067-031,LAT067-046,坐牢家爸爸给女儿的八十封信,校对轮,已校对,写作,牢中写作可能改变世界,13到14世纪的时候，有一个人叫马可波罗，曾从意大利越过亚洲大陆到了中国，二十四年后回到意大利，被关在牢里，他闲着没事，乃由他口述，由同房难友写了一部书，就是《马可波罗行记（游记）》（The Book of Marco Polo），这书引起欧洲人对东方的兴趣，便设法到东方来，可是陆路不通了。因为听说地球是圆的，所以想从海上绕过去，于是向西航行，终于发现了美洲。哥伦布虽发现了美洲，可是他不知道，他以为他到了东方的印度，他以为印地安人是印度人，所以把他们叫做Indian，又叫他们是红人，其实他们是亚洲黄种人，既不红，也不印度。小文你看，多好玩，人在牢里写一本书，竟演变出这么多的发现和故事。,045.坐牢的名人.txt,6,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/045.坐牢的名人.txt,"写作,牢中写作可能改变世界,坐牢的名人"
LAT067-032,LAT067-047,坐牢家爸爸给女儿的八十封信,校对轮,已校对,写作,作家常因文字入狱,写书的作家常常被关在牢里。你看过《鲁滨逊漂流记》吗？这书英文名是Robinson Crusoe，作者笛福（Daniel Defoe）就被关了一年多。跟笛福这英国人同时的法国文学家伏尔泰（Voltaire）也被关过。20世纪后世界上最有名的奖是诺贝尔奖（Nobel Prizes），得诺贝尔文学奖的，英国哲学家罗素（Bertrand Russell）、苏联文学家索尔仁尼琴（Solzhenitsyn）都坐过牢。,045.坐牢的名人.txt,7,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/045.坐牢的名人.txt,"写作,作家常因文字入狱,坐牢的名人"
LAT067-033,LAT067-048,坐牢家爸爸给女儿的八十封信,校对轮,已校对,政治,民意可越过牢门,二、另一个好玩的坐牢故事是美国的劳工领袖戴布兹（Eugene V. Debs），1920年美国选总统时，戴布斯坐在牢里，还得了一百万张票。他虽被判了十年徒刑，可是美国哈定（Harding）总统看他太得人心了，只好把他特赦出来。,045.坐牢的名人.txt,11,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/045.坐牢的名人.txt,"政治,民意可越过牢门,坐牢的名人"
LAT067-034,LAT067-049,坐牢家爸爸给女儿的八十封信,校对轮,已校对,方法,牺牲实在而信虚幻,为什么成空呢？因为水里的只是—种倒影，镜里的只是一种投影，影子不是真实的。但有人很笨，老是追求影子，并且拿影子来骗人，人间有很多小儿子骗老母亲，都是这样的。老母亲因为溺爱小儿子，永远“牺牲实在而信虚幻”（to sacrifice the substance to the shadow），也就是“抓紧影子而失掉实在”（grasp at the shadow and lose the substance）。结果自己一场空，还害了别的亲人。,046.水肉·水月·影子戏.txt,5,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/046.水肉·水月·影子戏.txt,"方法,牺牲实在而信虚幻,水肉·水月·影子戏"
LAT067-035,LAT067-050,坐牢家爸爸给女儿的八十封信,校对轮,已校对,人格,溺爱会成为作恶同谋,人间有很多现象是很好玩的；每个吝啬爱钱省吃俭用的守财奴父亲都会摊到一个花天酒地浪费钱的儿子；每个自以为聪明的老太太都会摊到一个永远把她骗得神不知鬼不觉的小儿子。你将来若看到法国文学家莫泊桑（De Maupassant）的《女人的一生》的小说，你就可以看到那些小儿子一再骗老母亲，老母亲一再原谅一再上当的妙事。这种情形，中国外国都一样的，可惜每位老母亲都认为她的小儿子跟别人的小儿子不一样，是好人。而在不知不觉间，成为小儿子做恶的同谋，骗爸爸哥哥。,046.水肉·水月·影子戏.txt,6,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/046.水肉·水月·影子戏.txt,"人格,溺爱会成为作恶同谋,水肉·水月·影子戏"
LAT067-036,LAT067-051,坐牢家爸爸给女儿的八十封信,校对轮,已校对,政治,革命失败就会上绞架,"Yes, we must indeed all hang together, or assuredly we shall all hang separately.（是呀，我们要不团结在一起，就要分别上绞架。）（或是团结在一起，或是分别上绞架。）",047.怪签名.txt,9,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/047.怪签名.txt,"政治,革命失败就会上绞架,怪签名"
LAT067-037,LAT067-052,坐牢家爸爸给女儿的八十封信,校对轮,已校对,文化,中文亲属称谓细密,你8号的信13号收到。你在英文上不论写作和字，都有很大很大的进步，爸爸很高兴。你信上提到的真假姥姥，在英文里都叫grandma，中文里的亲属关系分得比较细，在中文中——,048.你看中国人分得多细.txt,3,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/048.你看中国人分得多细.txt,"文化,中文亲属称谓细密,你看中国人分得多细"
LAT067-038,LAT067-053,坐牢家爸爸给女儿的八十封信,校对轮,已校对,文化,天堂来自人间愿望,基督教《圣经》（Bible）里头创世纪（第二章），关于这伊甸园的故事，其中天堂的观念是抄自波斯的。天堂本是人从人间想出来的好地方，所以不论中外，都有大同小异的描写，不但描写天堂在天上，在人死后，还描写天堂在人间——人间天堂（earthly paradise），也就是弥尔顿书里所说的A Heaven on Earth.。,049.天上天堂与人间天堂.txt,4,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/049.天上天堂与人间天堂.txt,"文化,天堂来自人间愿望,天上天堂与人间天堂"
LAT067-039,LAT067-054,坐牢家爸爸给女儿的八十封信,校对轮,已校对,政治,乌托邦会倒置是非,No是没有，where是在那儿，意思就是没在那儿，没有那个地方。书中描写一个放羊的，不知不觉跑进Erehwon这地方，这地方很特别，认为生病是犯罪，生了病就关到牢狱里；骗子无罪，但被骗的人却要关在牢里，后来这牧人坐上气球，才逃了出来。这也是一种世外桃源，一种乌托邦。乌托邦的英文是Utopia，乌托邦三个字，又翻译Utopia的音，又翻译它的义，乌托邦就是假设国。写乌托邦这部书的Thomas More坐过牢，后来被伊丽莎白女王的爸爸（就是亨利第八皇帝Henry Ⅷ）杀了（亨利第八有六个老婆，两个被杀，两个被赶跑了，这大胖子凶得很）。,049.天上天堂与人间天堂.txt,8,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/049.天上天堂与人间天堂.txt,"政治,乌托邦会倒置是非,天上天堂与人间天堂"
LAT067-040,LAT067-055,坐牢家爸爸给女儿的八十封信,校对轮,已校对,法权,猫抓耗子法案管理绝食者,和cat and mouse这字有关的有一个好玩的词儿叫Cat-and-mouse Act“猫抓耗子法案”。过去女人没有权利投票或参加政治活动，于是有些女人便出来捣乱，英国政府便把这些捣乱鬼抓到牢里，她们就赌气绝食（不吃饭，英文叫fast，吃饭就打破了break这fast，所以早餐就叫breakfast）。于是1913年英国国会通过了这个“猫抓耗子法案”，规定坐牢不吃饭，就放她出去，可是在外面吃饭了，再抓回来，意思就是不让犯人投机。猫抓耗子，习惯并不立刻吃，猫让耗子跑，跑了几步又抓回来，所以这个法案才有这么个怪名字。印度的甘地七十四岁的时候在牢里宣布要绝食二十一天，英国政府要他出去绝，绝好了再回来，他不肯，结果居然熬过了这么久（只喝橘子汁活），英国cat对这只印度mouse，实在也没什么好法子。,050.猫抓耗子法案.txt,8,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/050.猫抓耗子法案.txt,"法权,猫抓耗子法案管理绝食者,猫抓耗子法案"
LAT067-041,LAT067-056,坐牢家爸爸给女儿的八十封信,校对轮,已校对,文化,移风易俗要身体力行,爸爸在二十多年前就不过阴历年，爷爷给的压岁钱、糖果等一概退回，好东西也不吃，爷爷、“姥姥”、姑姑们、八舅等吃大鱼大肉，爸爸自己独自吃蛋炒饭唱对台，以表示“移风易俗”的进步。后来爷爷死了，爸爸为使姥姥高兴一下，过旧年时和姥姥一同吃饭，但是心里仍不喜欢这些落伍的习惯。,051.谈年论孝.txt,31,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/051.谈年论孝.txt,"文化,移风易俗要身体力行,谈年论孝"
